temperature,topic,source,scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,model_id
0.65,Old friend calls after twenty years of silence.,openai,0.6504766589639494,"[0.07068980823863637, 0.5243486676897321, 0.9609077267530488, 0.35438319614955355, 0.7540079752604166, 0.82298828125, 0.566902004942602, 0.9347741263253349, 0.8652881440662202]","[-51.27587890625, -71.6658935546875, -91.248046875, -73.75384521484375, -86.80172729492188, -46.33154296875, -125.21636962890625, -105.20689392089844, -95.12249755859375]","[-52.8310546875, -86.34765625, -130.645263671875, -88.637939453125, -116.20803833007812, -66.90625, -152.99456787109375, -144.4674072265625, -131.464599609375]",allenai/OLMo-2-1124-13B
0.65,You find someone’s wallet and recognize the photo inside.,openai,0.7048872359998615,"[-0.02099609375, 0.273492431640625, 0.6362825281479779, 1.7038143382352942, 0.7506819100215517, 0.6671549479166666, 1.1784396701388888, 0.9435279482886905, 0.4524525424890351, 0.4640221368698847]","[-74.892578125, -53.3558349609375, -74.6922607421875, -57.2705078125, -66.424560546875, -46.33642578125, -39.2158203125, -59.19287109375, -141.21240234375, -88.85274505615234]","[-74.2626953125, -58.82568359375, -96.32586669921875, -86.2353515625, -88.1943359375, -60.3466796875, -60.427734375, -79.0069580078125, -167.002197265625, -108.3416748046875]",allenai/OLMo-2-1124-13B
0.65,Neighbor asks you to keep a strange secret.,openai,0.8628178761718425,"[0.29296875, 0.3792085193452381, 0.2914293077256944, 1.3318684895833333, 0.7984070858712924, 0.8351178850446429, 1.2537715050481981, 1.0384902954101562, 1.5688328598484849, 1.3126941919326782, 0.11394708806818182, 1.1370785361842106]","[-0.265625, -61.07958984375, -67.613525390625, -50.1357421875, -156.06072998046875, -46.39599609375, -46.601802825927734, -102.42457580566406, -88.345703125, -75.6003303527832, -21.10009765625, -42.8291015625]","[-0.55859375, -69.04296875, -78.10498046875, -82.1005859375, -203.166748046875, -69.779296875, -85.46871948242188, -141.88720703125, -140.1171875, -117.6065444946289, -22.353515625, -64.43359375]",allenai/OLMo-2-1124-13B
0.65,You overhear a conversation not meant for you.,openai,1.0144060482828434,"[-0.12191448789654356, 1.2112993512834822, 0.6781099759615384, 2.94921875, 0.741653767037899, 1.1299272017045454, 0.6880859375, 1.581494140625, 0.6665790264423077, 0.42465122767857144, 1.2093616407744738]","[-95.2671890258789, -80.475341796875, -112.5595703125, -4.3203125, -112.71356201171875, -28.7412109375, -31.232421875, -59.83984375, -85.3203125, -105.537109375, -89.21305084228516]","[-91.24401092529297, -114.3917236328125, -139.005859375, -10.21875, -147.5712890625, -41.17041015625, -38.11328125, -91.4697265625, -102.6513671875, -120.39990234375, -148.47177124023438]",allenai/OLMo-2-1124-13B
0.65,Unexpected letter arrives with no return address or name.,openai,0.7467419152143921,"[-0.0193939208984375, 0.5678124678762335, 0.7645169771634616, 1.0038484272203947, 0.9276404747596154, 1.197844669736665, 0.7095902054398148, 0.82207602041739]","[-95.316650390625, -139.84160614013672, -89.2161865234375, -94.6898193359375, -113.7685546875, -35.59319305419922, -49.542724609375, -63.886260986328125]","[-94.61846923828125, -172.20691680908203, -119.0323486328125, -132.8360595703125, -162.005859375, -70.3306884765625, -68.70166015625, -86.08231353759766]",allenai/OLMo-2-1124-13B
0.65,A chance meeting changes your entire daily routine.,openai,0.8451327896229148,"[0.17614542643229167, 0.7086569649832589, 1.5383689880371094, 0.7035642351422992, 1.0426548549107142, 0.8138022422790527, 1.1062873391544117, 0.7156547878099524, 0.8010602678571429]","[-89.20132446289062, -92.88877868652344, -73.08429718017578, -67.19901275634766, -84.63720703125, -167.02725219726562, -38.666015625, -171.8430938720703, -27.65087890625]","[-94.48568725585938, -117.6917724609375, -119.23536682128906, -91.82376098632812, -128.4287109375, -219.110595703125, -57.472900390625, -221.22327423095703, -38.86572265625]",allenai/OLMo-2-1124-13B
0.65,You help a stranger and they never say thanks.,openai,1.1337922860658443,"[0.04665798611111111, 0.7818231997282609, 1.4671478271484375, 1.4200665509259258, 1.6814923967633928, 1.6394230769230769, 1.74251953125, 1.517608642578125, 0.6666299143145161, 0.3745537349155971]","[-86.84049224853516, -68.05908203125, -88.47021484375, -57.95947265625, -46.244384765625, -27.37109375, -51.57177734375, -44.1669921875, -58.556640625, -76.51811218261719]","[-88.10025787353516, -86.041015625, -135.4189453125, -96.30126953125, -93.326171875, -48.68359375, -95.134765625, -68.44873046875, -79.22216796875, -89.62749290466309]",allenai/OLMo-2-1124-13B
0.65,Lost phone reveals someone’s hidden double life.,openai,0.8097629728799438,"[0.055908203125, 0.7302347819010416, 0.5727113259805215, 0.7992628945244683, 0.9058003480407013, 1.4854583740234375, 0.9255019679214015, 1.003225887522978]","[-70.173828125, -79.21261596679688, -180.1316909790039, -84.69244766235352, -218.5991497039795, -83.211669921875, -87.21624755859375, -91.63824462890625]","[-71.62744140625, -98.928955078125, -222.5123291015625, -113.46591186523438, -297.4037799835205, -133.71725463867188, -117.7578125, -125.7479248046875]",allenai/OLMo-2-1124-13B
0.65,You see someone you know pretending not to notice.,openai,0.7922576120267392,"[0.4319749978872446, 0.7083871023995536, 0.7058289955402243, 0.7664998372395834, 0.7093157087053571, 1.1810635653409092, 0.9686480812404467, 0.891192337562298, 1.025579833984375, 0.5340856603673987]","[-81.54043579101562, -62.37109375, -98.5125732421875, -78.36181640625, -59.25439453125, -48.28173828125, -39.525611877441406, -67.0382080078125, -32.9559326171875, -62.50543212890625]","[-92.77178573608398, -82.2059326171875, -118.981614112854, -96.7578125, -79.115234375, -74.26513671875, -61.80451774597168, -92.88278579711914, -53.467529296875, -82.2666015625]",allenai/OLMo-2-1124-13B
0.65,Childhood home is up for sale again.,openai,0.8223034492082064,"[-0.07622506277901786, 0.5286842904439787, 0.9809663834110383, 1.1976502941500755, 1.2119102478027344, 0.9930563534007353, 0.8021714583687161, 0.9671359592013888, 0.9123091264204546, 0.886324955866887, 0.6413539350032806]","[-105.94107055664062, -106.24246215820312, -78.9781723022461, -73.70721435546875, -84.35821533203125, -65.5693359375, -99.97669982910156, -76.260009765625, -57.18115234375, -60.373382568359375, -79.0152940750122]","[-103.273193359375, -127.91851806640625, -109.38813018798828, -110.8343734741211, -123.13934326171875, -99.333251953125, -136.8765869140625, -111.076904296875, -77.251953125, -83.41783142089844, -99.53861999511719]",allenai/OLMo-2-1124-13B
0.7,Old friend calls after twenty years of silence.,openai,0.6393832444866073,"[-0.03517503004807692, 0.77032470703125, 0.8220115237765842, 0.6465250651041666, 0.8688969819442086, 1.0528900146484375, 0.3985108214539367, 0.7040846604567308, 0.5263804560122283]","[-69.75244140625, -70.57421875, -40.61604690551758, -99.5322265625, -70.07902908325195, -33.49992370605469, -164.25048828125, -140.6109619140625, -48.33404541015625]","[-68.837890625, -96.7652587890625, -55.412254333496094, -118.927978515625, -90.06365966796875, -49.29327392578125, -194.93582153320312, -186.37646484375, -60.4407958984375]",allenai/OLMo-2-1124-13B
0.7,You find someone’s wallet and recognize the photo inside.,openai,0.7277438827775025,"[-0.15553042763157895, 0.6665904705341046, 0.9527702331542969, 0.8672947739109849, 0.7548506600516183, 0.6127830505371094, 1.364691162109375, 0.7585011395541105]","[-65.38916015625, -61.17816925048828, -50.28788757324219, -59.3865966796875, -100.93701171875, -52.22285461425781, -32.5294189453125, -67.65198802947998]","[-62.43408203125, -78.509521484375, -76.9654541015625, -88.00732421875, -143.20864868164062, -64.478515625, -59.8232421875, -92.68252563476562]",allenai/OLMo-2-1124-13B
0.7,Neighbor asks you to keep a strange secret.,openai,0.887027280621038,"[0.1375502347946167, 0.4711186835106383, 1.0172020196914673, 1.391602546938004, 1.1842226615318885, 1.018440917134285, 1.1762962341308594, 0.5409511990017362, 1.0458610288558468]","[-188.03608417510986, -100.90576171875, -61.91584396362305, -67.95944213867188, -62.55661582946777, -67.32056856155396, -60.5714111328125, -70.03823852539062, -58.84808349609375]","[-196.83929920196533, -123.04833984375, -94.46630859375, -111.09912109375, -93.34640502929688, -99.91067790985107, -98.212890625, -84.6439208984375, -91.269775390625]",allenai/OLMo-2-1124-13B
0.7,You overhear a conversation not meant for you.,openai,0.9252445884500947,"[0.16694568452380953, 1.044526599702381, 0.343731689453125, 0.748317915817787, 1.9418970289684476, 1.2025322191642993, 1.0873911721365792, 0.866614397834329]","[-65.880859375, -54.31494140625, -133.06439208984375, -150.66855812072754, -29.956978797912598, -82.98391723632812, -72.38709259033203, -84.53511047363281]","[-69.38671875, -76.25, -153.68829345703125, -194.07099723815918, -70.73681640625, -122.66748046875, -102.83404541015625, -114.0]",allenai/OLMo-2-1124-13B
0.7,Unexpected letter arrives with no return address or name.,openai,0.7762966011246061,"[-0.16672712053571428, 0.6222763061523438, 0.3887430826822917, 0.8331171233078529, 1.3006330217633928, 1.244352771389869, 0.7416126579046249, 0.6954434481534091, 1.3272181193033854]","[-96.78662109375, -40.585845947265625, -79.999267578125, -88.26829147338867, -59.25439453125, -62.96998596191406, -148.76763820648193, -114.9857177734375, -65.18833923339844]","[-90.951171875, -53.0313720703125, -93.9940185546875, -112.4286880493164, -95.672119140625, -101.544921875, -196.23084831237793, -153.235107421875, -105.0048828125]",allenai/OLMo-2-1124-13B
0.7,A chance meeting changes your entire daily routine.,openai,0.89155868368369,"[0.06877608048288446, 0.5332012176513672, 0.5680594811072717, 1.1710455758231026, 1.7977100719105115, 1.213127899169922, 1.0864343643188477, 0.727051765688004, 0.5994311741420201, 1.1507492065429688]","[-105.502197265625, -60.856414794921875, -122.84030151367188, -68.16775512695312, -68.79714965820312, -83.63630676269531, -49.3361930847168, -62.097137451171875, -57.74494934082031, -71.41325378417969]","[-108.11568832397461, -73.65324401855469, -152.37939453125, -100.95703125, -128.12158203125, -132.1614227294922, -71.06488037109375, -84.6357421875, -74.52902221679688, -105.93572998046875]",allenai/OLMo-2-1124-13B
0.7,You help a stranger and they never say thanks.,openai,0.9239850164704183,"[0.6040926846590909, 0.8308435586782602, 1.2024585178920202, 0.9531873975481305, 1.3208842277526855, 0.801071830417799, 0.6715494791666666, 0.9587628160204206, 1.0342219426081731, 0.8627777099609375]","[-72.8349609375, -33.9417839050293, -53.82432556152344, -57.541404724121094, -51.940595626831055, -57.37420654296875, -42.3935546875, -48.35740542411804, -52.6082763671875, -75.73193359375]","[-86.125, -55.54371643066406, -87.4931640625, -84.23065185546875, -88.92535400390625, -75.79885864257812, -54.4814453125, -68.49142456054688, -79.498046875, -103.3408203125]",allenai/OLMo-2-1124-13B
0.7,Lost phone reveals someone’s hidden double life.,openai,1.1929272193204223,"[0.07640963695088371, 0.7517092778132513, 0.6832828521728516, 1.7614325161637931, 2.17596435546875, 0.8028515625, 1.6872702205882353, 1.604497332905614]","[-174.8701171875, -132.7882423400879, -250.80487060546875, -66.266845703125, -56.13037109375, -62.064453125, -42.21484375, -115.1549301147461]","[-179.5311050415039, -162.1049041748047, -316.4000244140625, -117.348388671875, -108.353515625, -82.1357421875, -70.8984375, -184.1483154296875]",allenai/OLMo-2-1124-13B
0.7,You see someone you know pretending not to notice.,openai,0.7263573071757917,"[0.43433248585668105, 0.6029381385216346, 0.903779296875, 0.7035658094618056, 0.8854209498355263, 1.097753683725993, 0.9857991536458334, 0.5455411102460779, 0.3780851364135742]","[-89.298828125, -77.21502685546875, -70.684814453125, -80.47198486328125, -50.97412109375, -60.37150955200195, -35.8681640625, -42.65128493309021, -166.524169921875]","[-101.89447021484375, -92.89141845703125, -93.279296875, -99.46826171875, -67.797119140625, -86.71759796142578, -53.612548828125, -55.19873046875, -190.72161865234375]",allenai/OLMo-2-1124-13B
0.7,Childhood home is up for sale again.,openai,0.8649092216499561,"[-0.05222389914772727, 0.37363463181715745, 0.6489403376708159, 0.9949499253303774, 1.0056066513061523, 1.0062856790496082, 0.7673844231499566, 1.1908086708613805, 1.6563796997070312, 1.0573260967548077]","[-106.516357421875, -107.79641342163086, -75.32936072349548, -80.41506481170654, -91.49002075195312, -84.38200426101685, -55.7595329284668, -65.53701305389404, -77.395263671875, -56.443359375]","[-104.79296875, -122.3681640625, -99.34015321731567, -111.25851249694824, -123.66943359375, -125.63971710205078, -76.47891235351562, -98.8796558380127, -130.3994140625, -83.933837890625]",allenai/OLMo-2-1124-13B
0.75,Old friend calls after twenty years of silence.,openai,0.7323122703903123,"[0.008592174899193549, 0.48837890625, 1.1726825420673077, 0.9177352241847826, 0.9772477643243198, 0.6837860107421875, 0.44454823369565216, 0.46802520751953125, 1.2351910626446758, 0.7332991872514997, 0.9259486607142857]","[-72.639404296875, -60.890625, -58.484375, -61.07373046875, -47.508012771606445, -120.9898681640625, -68.201171875, -58.620880126953125, -85.00238037109375, -61.148576736450195, -62.6328125]","[-72.90576171875, -70.658203125, -88.97412109375, -82.181640625, -75.84819793701172, -148.34130859375, -78.42578125, -71.7255859375, -118.3525390625, -81.68095397949219, -95.041015625]",allenai/OLMo-2-1124-13B
0.75,You find someone’s wallet and recognize the photo inside.,openai,0.6223337680722076,"[0.043512784517728366, 0.4266909895272091, 0.5691266741071429, 0.6616048177083333, 0.6786673409598214, 0.9612234015213815, 1.1479781655704273, 0.6623883928571429, 0.44981134588068183]","[-66.21142196655273, -68.72613525390625, -56.20751953125, -80.691162109375, -68.426025390625, -34.13714599609375, -44.10338592529297, -41.35400390625, -109.1805419921875]","[-67.34275436401367, -81.10017395019531, -68.1591796875, -100.539306640625, -87.4287109375, -52.400390625, -83.1346435546875, -55.26416015625, -133.920166015625]",allenai/OLMo-2-1124-13B
0.75,Neighbor asks you to keep a strange secret.,openai,0.8837237475502593,"[-0.5330810546875, 0.8522790273030599, 0.8024351058467742, 0.1622261379076087, 0.5602575231481481, 1.0777765089465725, 1.5623926962575605, 1.4789342880249023, 1.0083790314503205, 1.3003607855902777, 1.5928206905241935, 0.7399042302911932]","[-8.283203125, -65.28550148010254, -94.99267578125, -46.70556640625, -80.66015625, -83.37890625, -70.65615844726562, -56.94183349609375, -78.5745849609375, -70.3775634765625, -99.67333984375, -68.12759399414062]","[-6.15087890625, -83.1833610534668, -119.8681640625, -50.436767578125, -95.787109375, -116.78997802734375, -119.09033203125, -104.26773071289062, -117.9013671875, -105.4873046875, -149.05078125, -92.54443359375]",allenai/OLMo-2-1124-13B
0.75,You overhear a conversation not meant for you.,openai,0.6885045431622594,"[0.10079520089285714, 0.8832891555059523, 0.46673262746710525, 0.8243047332763672, 0.517133037860577, 1.1208767361111112, 0.6780366443452381, 0.9168682098388672]","[-118.73388671875, -36.209716796875, -43.470703125, -134.11435317993164, -172.5093994140625, -78.275390625, -65.042724609375, -68.97796630859375]","[-122.26171875, -54.7587890625, -52.338623046875, -175.32958984375, -206.123046875, -108.5390625, -79.281494140625, -98.3177490234375]",allenai/OLMo-2-1124-13B
0.75,Unexpected letter arrives with no return address or name.,openai,0.762662185933021,"[-0.007752117357755962, 0.45404052734375, 0.2810024685329861, 0.5948501381219602, 0.7958442687988281, 1.2410853794642858, 1.3297008167613635, 1.2075826009114583, 0.9676055908203125]","[-95.21235656738281, -65.00244140625, -80.2984619140625, -130.2796721458435, -67.63556671142578, -93.2522201538086, -46.90625, -63.26953125, -60.09773254394531]","[-94.91777610778809, -75.8994140625, -90.41455078125, -160.61702919006348, -91.51089477539062, -136.6902084350586, -76.15966796875, -99.49700927734375, -90.093505859375]",allenai/OLMo-2-1124-13B
0.75,A chance meeting changes your entire daily routine.,openai,0.8892719005094041,"[0.5703824799636315, 0.8821225373641305, 0.6725685902130909, 0.7579273897058824, 1.6673333803812662, 1.0033346036585367, 0.9994179861886161, 0.868330078125, 1.2091015625, 0.26220039699388586]","[-73.4140625, -56.152587890625, -71.03500747680664, -97.6953125, -86.36516094207764, -83.302734375, -55.44476318359375, -73.9097900390625, -66.6171875, -57.948638916015625]","[-89.95515441894531, -76.44140625, -97.26518249511719, -123.46484375, -136.38516235351562, -124.439453125, -83.428466796875, -95.6180419921875, -96.8447265625, -63.979248046875]",allenai/OLMo-2-1124-13B
0.75,You help a stranger and they never say thanks.,openai,0.7780890193262753,"[0.3267720540364583, 0.9308330829326923, 0.4743499074663435, 0.784555505823206, 1.694521484375, 1.1309744517008464, 1.2664591471354167, 0.2985365125868056, 0.78193359375, 0.42535597278225806, 0.4446875]","[-76.05435180664062, -72.91796875, -63.51390075683594, -59.07643127441406, -72.348388671875, -40.60386657714844, -50.07452392578125, -50.6026611328125, -65.603515625, -74.02587890625, -75.0797119140625]","[-84.877197265625, -97.11962890625, -76.79569816589355, -80.25942993164062, -114.71142578125, -67.74725341796875, -76.670166015625, -55.976318359375, -81.2421875, -87.2119140625, -86.1968994140625]",allenai/OLMo-2-1124-13B
0.75,Lost phone reveals someone’s hidden double life.,openai,0.6342621126924413,"[0.05441389412715517, 0.5972285679408482, 0.6703515954919763, 0.5428291956583658, 0.8455028044871795, 0.7281336630544355, 0.9376060731949345, 0.6980311075846354]","[-166.999267578125, -112.36585998535156, -85.28280639648438, -275.42913818359375, -86.03759765625, -73.80029296875, -68.88404083251953, -114.8482666015625]","[-170.1552734375, -133.26885986328125, -110.0858154296875, -327.5407409667969, -119.01220703125, -96.3724365234375, -97.9498291015625, -148.353759765625]",allenai/OLMo-2-1124-13B
0.75,You see someone you know pretending not to notice.,openai,0.8935936165505126,"[0.19219156901041667, 0.5605425065563571, 1.0287841796875, 1.4247451782226563, 0.7471245659722222, 0.4849853515625, 1.0121285775128532, 1.4793294270833333, 0.8680199214390346, 1.138084888458252]","[-94.1104736328125, -70.25418853759766, -61.37109375, -46.891326904296875, -46.197265625, -83.017578125, -78.36082935333252, -71.921875, -70.41420364379883, -87.91846656799316]","[-99.876220703125, -87.63100624084473, -81.94677734375, -75.38623046875, -59.6455078125, -98.537109375, -112.77320098876953, -107.42578125, -94.7187614440918, -128.88952255249023]",allenai/OLMo-2-1124-13B
0.75,Childhood home is up for sale again.,openai,0.5603232385058081,"[-0.09076616840977822, 0.3445334563384185, 0.5758777194552951, 0.46975695292154945, 0.815185546875, 0.4764080047607422, 0.7118510584677419, 1.1252384892216436, 0.7202397008096019, 0.4549076246178668]","[-90.8345947265625, -79.18077278137207, -84.39224243164062, -55.58790969848633, -66.083984375, -97.60774230957031, -74.7509765625, -64.73135375976562, -84.22176361083984, -97.98382568359375]","[-88.02084350585938, -91.92851066589355, -105.12384033203125, -69.68061828613281, -88.9091796875, -116.6640625, -96.818359375, -95.11279296875, -106.5491943359375, -118.90957641601562]",allenai/OLMo-2-1124-13B
0.7999999999999999,Old friend calls after twenty years of silence.,openai,0.6445935248982735,"[0.015989592581084282, 0.4546740301724138, 0.5669284396701388, 0.7037451267242432, 0.2569587528705597, 0.6605586369832357, 0.7429587624289773, 0.9920247395833334, 1.0693115234375, 0.98278564453125]","[-80.26317596435547, -67.1611328125, -47.4984130859375, -108.42622184753418, -152.60128593444824, -164.37080001831055, -43.00567626953125, -73.50390625, -32.05322265625, -58.47039794921875]","[-80.79083251953125, -80.3466796875, -57.703125, -136.5760269165039, -169.04664611816406, -204.0043182373047, -59.35076904296875, -97.3125, -53.439453125, -83.0400390625]",allenai/OLMo-2-1124-13B
0.7999999999999999,You find someone’s wallet and recognize the photo inside.,openai,0.6217877876953704,"[0.30927734375, 0.28072244149667247, 0.5409379438920454, 0.5367740862297289, 0.4227488287563982, 0.9336310492621528, 0.8940005095108695, 1.0799765153364702, 0.5980213710239956]","[-80.349609375, -63.87115478515625, -81.342041015625, -177.75677108764648, -79.88094520568848, -41.82159423828125, -37.8173828125, -42.752662658691406, -65.61959838867188]","[-88.08154296875, -71.4506607055664, -99.1929931640625, -213.1838607788086, -92.14066123962402, -58.626953125, -58.37939453125, -66.51214599609375, -82.36419677734375]",allenai/OLMo-2-1124-13B
0.7999999999999999,Neighbor asks you to keep a strange secret.,openai,0.6654465759123415,"[-2.166015625, 0.6758916945684523, 0.49784014301915325, 0.6156972555013803, 0.9612095424107143, 0.9343228274828768, 1.5365091959635417, 0.4578857421875, 2.0329814710115133, 0.925323486328125, 0.8482666015625]","[-20.314453125, -69.29595947265625, -49.3115234375, -118.31134128570557, -96.5205078125, -169.269775390625, -62.730560302734375, -12.27197265625, -43.4830322265625, -73.55029296875, -77.6025390625]","[-11.650390625, -83.48968505859375, -64.74456787109375, -150.32759857177734, -130.162841796875, -237.475341796875, -104.21630859375, -14.103515625, -82.10968017578125, -95.758056640625, -101.35400390625]",allenai/OLMo-2-1124-13B
0.7999999999999999,You overhear a conversation not meant for you.,openai,0.7647595637544943,"[-0.05664858610733696, 0.7366943359375, 0.44679509943181817, 0.6290362431452825, 1.4056661854619565, 1.1284337197580645, 1.0633399486541748]","[-52.13189697265625, -40.892578125, -143.66363525390625, -141.53823280334473, -49.867919921875, -73.9931640625, -93.62368774414062]","[-50.8289794921875, -52.6796875, -168.23736572265625, -182.4255886077881, -82.1982421875, -108.974609375, -127.65056610107422]",allenai/OLMo-2-1124-13B
0.7999999999999999,Unexpected letter arrives with no return address or name.,openai,0.7077386050749239,"[-0.22046875, 1.477796052631579, 0.43064283288043476, 0.17898041347287735, 0.82943115234375, 1.4819742838541667, 0.6224043996710527, 0.7340302857485684, 0.8348567750718858]","[-72.499755859375, -55.517578125, -46.8740234375, -150.9232177734375, -80.307861328125, -25.322509765625, -74.272705078125, -117.19505310058594, -67.74918746948242]","[-66.988037109375, -83.595703125, -56.77880859375, -160.4091796875, -105.1907958984375, -51.998046875, -97.924072265625, -157.5667188167572, -97.80403137207031]",allenai/OLMo-2-1124-13B
0.7999999999999999,A chance meeting changes your entire daily routine.,openai,0.7804630196682943,"[0.18384182837701613, 0.9503236413002014, 0.8369960784912109, 0.5722223097278226, 0.6785430908203125, 0.752303413722826, 0.6063334147135416, 1.49111328125, 0.6962264623397436, 1.0870736929086537, 0.7301160026999081]","[-82.282958984375, -71.00452995300293, -91.47320556640625, -101.2423095703125, -101.75691223144531, -59.557861328125, -45.13037109375, -51.31640625, -91.60693359375, -73.862060546875, -97.28720092773438]","[-87.9820556640625, -101.41488647460938, -118.257080078125, -118.981201171875, -133.6484375, -76.86083984375, -59.682373046875, -81.138671875, -118.759765625, -102.1259765625, -122.11114501953125]",allenai/OLMo-2-1124-13B
0.7999999999999999,You help a stranger and they never say thanks.,openai,0.9202305083663763,"[0.19925631009615385, 0.3985201699393136, 0.7591439882914225, 1.053063498602973, 1.2110437665666853, 1.4533717943274456, 1.1634410511363635, 1.1938990542763157, 0.9631258197452711, 0.8074396306818182]","[-60.205322265625, -80.08346748352051, -54.83092451095581, -43.515560150146484, -52.10841369628906, -51.73931884765625, -54.142578125, -44.21435546875, -47.365257024765015, -49.146484375]","[-65.385986328125, -94.03167343139648, -75.32781219482422, -62.470703125, -86.01763916015625, -85.1668701171875, -79.73828125, -66.8984375, -69.51715087890625, -66.91015625]",allenai/OLMo-2-1124-13B
0.7999999999999999,Lost phone reveals someone’s hidden double life.,openai,0.9690874479638593,"[0.11149796195652174, 0.5119596782483553, 0.8698035905945976, 0.7981847127278646, 0.5842453002929687, 1.554404593802787, 1.3105521824048914, 1.9821068548387097, 0.9990321568080357]","[-59.41796875, -120.5859375, -128.0163345336914, -163.4173583984375, -130.4377899169922, -65.2911376953125, -75.864990234375, -50.884765625, -71.687744140625]","[-61.982421875, -140.0404052734375, -174.11592483520508, -201.730224609375, -153.80760192871094, -122.80410766601562, -136.150390625, -112.330078125, -99.66064453125]",allenai/OLMo-2-1124-13B
0.7999999999999999,You see someone you know pretending not to notice.,openai,0.8611367765750157,"[0.11450843811035157, 0.9693826746057581, 0.6158405172413793, 0.8546645220588235, 0.8344014485677084, 0.880787655711174, 0.7696251502403846, 0.9224175347222222, 1.1258502828663792, 1.5238895416259766]","[-104.0796890258789, -92.43738555908203, -68.330078125, -57.291015625, -49.0743408203125, -84.18141031265259, -75.080078125, -83.697509765625, -80.530029296875, -50.07000923156738]","[-107.51494216918945, -118.6107177734375, -86.189453125, -71.8203125, -69.0999755859375, -112.36661529541016, -95.09033203125, -108.602783203125, -113.1796875, -85.11946868896484]",allenai/OLMo-2-1124-13B
0.7999999999999999,Childhood home is up for sale again.,openai,0.776553053942049,"[-0.06943766276041667, 0.5650103533709491, 0.919189453125, 1.6284946986607143, 1.0500221252441406, 0.8659306278935185, 0.6901321411132812, 0.8458917791193182, 0.5210006713867188, 0.7492963522672653]","[-128.95779418945312, -71.30911254882812, -87.7822265625, -74.42333984375, -73.624755859375, -57.16357421875, -97.819091796875, -50.929443359375, -60.86048126220703, -93.3612847328186]","[-126.45803833007812, -86.56439208984375, -115.35791015625, -131.420654296875, -107.2254638671875, -80.543701171875, -119.9033203125, -69.5390625, -73.885498046875, -117.3387680053711]",allenai/OLMo-2-1124-13B
0.85,Old friend calls after twenty years of silence.,openai,0.5680375841177524,"[-0.2197265625, 0.5991736444933661, 0.289013671875, 0.6467527813381619, 0.49459075927734375, 0.8873878761574074, 0.21400991586538462, 0.6543375651041666, 0.789130859375, 1.2879679361979166, 0.6057749781115301]","[-62.7666015625, -73.75016021728516, -42.10711669921875, -113.10877227783203, -73.9127197265625, -72.65234375, -155.70904541015625, -89.41259765625, -56.3538818359375, -64.0338134765625, -66.02084350585938]","[-58.15234375, -91.12619590759277, -47.88739013671875, -136.39187240600586, -89.7396240234375, -96.61181640625, -169.61968994140625, -112.96875, -76.0821533203125, -102.6728515625, -83.58831787109375]",allenai/OLMo-2-1124-13B
0.85,You find someone’s wallet and recognize the photo inside.,openai,0.7046131513992163,"[0.810201416015625, 0.11053663684475806, 0.33217453002929687, 0.966793212890625, 0.8829569498697917, 0.8065715589021382, 0.49520904541015626, 0.9053149069509199, 0.7671103270157523, 0.9692629300631009]","[-78.623046875, -76.5146484375, -54.75149917602539, -60.510101318359375, -64.11480712890625, -103.74203491210938, -63.79888153076172, -60.26140594482422, -40.382490158081055, -59.481292724609375]","[-98.87808227539062, -79.9412841796875, -63.05586242675781, -84.679931640625, -90.603515625, -134.39175415039062, -76.17910766601562, -88.32616806030273, -58.02602767944336, -84.68212890625]",allenai/OLMo-2-1124-13B
0.85,Neighbor asks you to keep a strange secret.,openai,0.7575653721986801,"[0.29296875, 0.7038383483886719, 0.2521006266276042, 1.048255205154419, 0.711118886168574, 1.0606387555599213, 1.848748149542973, 0.2047119140625, 1.1002185962818287, 0.3530544902003089]","[-0.265625, -65.33111572265625, -40.2677001953125, -66.18404579162598, -183.23388671875, -67.37521839141846, -67.84820628166199, -9.22021484375, -65.60147094726562, -239.8191375732422]","[-0.55859375, -80.81555938720703, -46.318115234375, -99.72821235656738, -233.72332763671875, -101.31565856933594, -121.4619026184082, -10.0390625, -95.307373046875, -270.18182373046875]",allenai/OLMo-2-1124-13B
0.85,You overhear a conversation not meant for you.,openai,0.743412686052596,"[0.0005618457136483028, 0.527296190137987, 1.5359619458516438, 0.9205299707559439, 1.1368524302606997, 0.7924167798913043, 0.2902696397569444]","[-87.9450159072876, -186.2010498046875, -33.39084720611572, -95.12659740447998, -50.924415588378906, -49.236328125, -131.216796875]","[-87.9613094329834, -226.8028564453125, -61.03816223144531, -142.99415588378906, -77.072021484375, -67.4619140625, -141.66650390625]",allenai/OLMo-2-1124-13B
0.85,Unexpected letter arrives with no return address or name.,openai,0.7080034720496114,"[0.1541412353515625, 0.29383234544233844, 0.7673321892233456, 0.5431784849900466, 0.43997331099076703, 0.5144864250631893, 1.1336628595987956, 0.9981640625, 1.5272603352864584]","[-96.85675048828125, -48.42404365539551, -62.261474609375, -54.38150978088379, -91.64990234375, -169.24496459960938, -41.654151916503906, -73.1396484375, -60.48492431640625]","[-101.48098754882812, -54.88835525512695, -88.35076904296875, -68.504150390625, -111.00872802734375, -204.23004150390625, -68.862060546875, -98.09375, -106.302734375]",allenai/OLMo-2-1124-13B
