topic,model,history,story,sentence,sequentiality,story_type
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,0,0.04132432204026442,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,0,0.12844379131610578,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,0,0.04132432204026442,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,0,0.12844379131610578,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,1,1.2021484375,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,1,1.51318359375,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,1,1.2021484375,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,1,1.51318359375,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,1,1.2021484375,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,1,1.51318359375,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,1,1.2021484375,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,1,1.51318359375,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,1,1.3994140625,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,1,1.8310546875,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,1,1.3994140625,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,1,1.8310546875,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,1,1.3994140625,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,1,1.8310546875,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,1,1.3994140625,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,1,1.8310546875,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,1,1.51220703125,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,1,1.4921875,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,1,1.51220703125,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,1,1.4921875,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,1,1.51220703125,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,1,1.4921875,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,1,1.51220703125,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,1,1.4921875,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,1,1.1630859375,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,1,1.524658203125,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,1,1.1630859375,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,1,1.524658203125,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,1,1.1630859375,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,1,1.524658203125,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,1,1.1630859375,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,1,1.524658203125,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,1,0.788818359375,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,1,1.3623046875,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,1,0.788818359375,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,1,1.3623046875,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,1,0.788818359375,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,1,1.3623046875,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,1,0.788818359375,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,1,1.3623046875,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,2,0.9909002130681818,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,2,0.7638938210227273,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,2,0.9909002130681818,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,2,0.7638938210227273,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,2,0.9909002130681818,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,2,0.7638938210227273,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,2,0.9909002130681818,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,2,0.7638938210227273,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,2,1.0108309659090908,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,2,1.0197975852272727,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,2,1.0108309659090908,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,2,1.0197975852272727,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,2,1.0108309659090908,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,2,1.0197975852272727,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,2,1.0108309659090908,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,2,1.0197975852272727,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,2,0.8520951704545454,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,2,0.6444868607954546,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,2,0.8520951704545454,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,2,0.6444868607954546,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,2,0.8520951704545454,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,2,0.6444868607954546,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,2,0.8520951704545454,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,2,0.6444868607954546,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,2,1.1640181107954546,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,2,1.5272105823863635,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,2,1.1640181107954546,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,2,1.5272105823863635,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,2,1.1640181107954546,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,2,1.5272105823863635,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,2,1.1640181107954546,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,2,1.5272105823863635,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,2,1.3320534446022727,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,2,1.5146262428977273,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,2,1.3320534446022727,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,2,1.5146262428977273,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,2,1.3320534446022727,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,2,1.5146262428977273,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,2,1.3320534446022727,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,2,1.5146262428977273,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,3,1.6665602463942308,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,3,1.7650240384615385,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,3,1.6335073617788463,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,3,1.7142991286057692,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,3,1.6335073617788463,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,3,1.7142991286057692,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,3,1.6335073617788463,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,3,1.7142991286057692,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,3,1.4517728365384615,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,3,1.5794020432692308,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,3,1.650390625,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,3,1.7928936298076923,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,3,1.650390625,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,3,1.7928936298076923,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,3,1.650390625,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,3,1.7928936298076923,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,3,1.5176532451923077,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,3,1.4049729567307692,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,3,1.6044170673076923,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,3,1.4704777644230769,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,3,1.6044170673076923,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,3,1.4704777644230769,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,3,1.6044170673076923,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,3,1.4704777644230769,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,3,1.5402080829326923,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,3,1.7120079627403846,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,3,1.41748046875,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,3,1.4645432692307692,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,3,1.41748046875,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,3,1.4645432692307692,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,3,1.41748046875,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,3,1.4645432692307692,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,3,1.7207782451923077,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,3,1.7804987980769231,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,3,1.5123197115384615,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,3,1.4827223557692308,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,3,1.5123197115384615,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,3,1.4827223557692308,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,3,1.5123197115384615,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,3,1.4827223557692308,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,4,0.7595571718717876,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,4,0.6373295031095806,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,4,0.7149132176449424,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,4,0.6648278487356085,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,4,0.7149132176449424,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,4,0.6648278487356085,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,4,0.7149132176449424,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,4,0.6648278487356085,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,4,0.7720411896705628,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,4,0.6313843488693237,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,4,0.8410988628864289,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,4,0.6783610045909881,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,4,0.8410988628864289,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,4,0.6783610045909881,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,4,0.8410988628864289,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,4,0.6783610045909881,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,4,0.6697891636898643,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,4,0.562656603361431,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,4,0.5675010681152344,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,4,0.45852841828998764,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,4,0.5675010681152344,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,4,0.45852841828998764,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,4,0.5675010681152344,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,4,0.45852841828998764,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,4,0.5494710018760279,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,4,0.6900120785361842,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,4,0.3917645906147204,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,4,0.5053775185032895,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,4,0.3917645906147204,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,4,0.5053775185032895,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,4,0.3917645906147204,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,4,0.5053775185032895,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,4,0.5823407486865395,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,4,0.8833588110773187,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,4,0.45714865232768814,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,4,0.673257407389189,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,4,0.45714865232768814,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,4,0.673257407389189,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,4,0.45714865232768814,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,4,0.673257407389189,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,5,1.495938437325614,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,5,1.3406857081821986,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,5,1.3856667109898158,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,5,1.3725707190377372,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,5,1.4776965550013952,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,5,1.4717508043561662,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,5,1.4776965550013952,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,5,1.4717508043561662,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,5,1.2153977614182692,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,5,1.1926645132211537,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,5,1.2810152493990385,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,5,1.2078200120192308,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,5,1.4446082481971154,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,5,1.3532245342548077,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,5,1.4446082481971154,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,5,1.3532245342548077,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,5,1.3203917912074499,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,5,1.1726232256208147,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,5,1.3798022951398576,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,5,1.130788939339774,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,5,1.5226238795689173,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,5,1.263533455984933,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,5,1.5226238795689173,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,5,1.263533455984933,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,5,1.453315794467926,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,5,1.63272259916578,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,5,1.7052843911307198,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,5,2.093537909643991,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,5,1.8196304866245814,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,5,2.198813898222787,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,5,1.8196304866245814,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,5,2.198813898222787,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,5,1.314828600202288,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,5,1.3956252506801061,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,5,1.4612988063267298,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,5,1.3772203581673759,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,5,1.402555193219866,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,5,1.3112884249005998,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,5,1.402555193219866,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,5,1.3112884249005998,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,6,1.3005183293269231,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,6,1.27685546875,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,6,1.4950420673076923,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,6,1.5803034855769231,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,6,1.2397836538461537,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,6,1.3348858173076923,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,6,1.2397836538461537,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,6,1.3348858173076923,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,6,1.0080378605769231,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,6,0.8167067307692307,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,6,1.3729717548076923,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,6,1.3728215144230769,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,6,1.3569711538461537,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,6,1.3704176682692308,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,6,1.3569711538461537,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,6,1.3704176682692308,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,6,0.9938401442307693,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,6,0.9215745192307693,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,6,0.9485426682692307,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,6,0.9246544471153846,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,6,1.0203200120192308,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,6,1.0317007211538463,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,6,1.0203200120192308,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,6,1.0317007211538463,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,6,1.1183143028846154,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,6,1.2263371394230769,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,6,1.0723783052884615,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,6,1.3239182692307692,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,6,1.0215219350961537,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,6,1.3494591346153846,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,6,1.0215219350961537,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,6,1.3494591346153846,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,6,1.5537109375,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,6,1.7586763822115385,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,6,1.7726487379807692,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,6,2.2421499399038463,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,6,1.5896935096153846,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,6,2.136493389423077,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,6,1.5896935096153846,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,6,2.136493389423077,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,7,1.5403076171875,naive
