"topic","model","history","story","sentence","sequentiality","knowledge","topicNumber"
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,14,2.05484619140625,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,14,1.87542724609375,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,14,1.2105224609375,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,14,2.252001953125,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,14,2.11807861328125,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,14,1.60842895507812,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,14,2.30189208984375,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,14,2.08651123046875,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,14,1.6083251953125,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,14,2.40616455078125,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,14,2.19342041015625,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,14,1.5943115234375,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",2,3,14,2.5205078125,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",2,3,14,2.373046875,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",2,3,14,1.7458984375,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",4,3,14,2.473828125,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",4,3,14,2.354931640625,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",4,3,14,1.8262451171875,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",6,3,14,2.49443359375,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",6,3,14,2.31181640625,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",6,3,14,1.7625732421875,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",8,3,14,2.50880126953125,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",8,3,14,2.330419921875,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",8,3,14,1.7241455078125,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",2,3,15,1.47639973958333,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",2,3,15,1.51330973307292,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",2,3,15,1.23795572916667,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",4,3,15,1.66988932291667,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",4,3,15,1.72563883463542,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",4,3,15,1.41689046223958,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",6,3,15,1.69279988606771,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",6,3,15,1.71411946614583,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",6,3,15,1.41074625651042,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",8,3,15,1.68450520833333,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",8,3,15,1.73848876953125,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",8,3,15,1.47287190755208,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",2,3,15,1.23780924479167,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",2,3,15,1.44554036458333,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",2,3,15,0.982682291666667,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",4,3,15,1.3841064453125,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",4,3,15,1.53203125,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",4,3,15,1.0821533203125,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",6,3,15,1.56698404947917,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",6,3,15,1.73084309895833,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",6,3,15,1.25448404947917,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",8,3,15,1.57119140625,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",8,3,15,1.7462890625,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",8,3,15,1.27748209635417,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",2,3,15,2.2931396484375,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",2,3,15,2.13013509114583,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",2,3,15,1.53824462890625,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",4,3,15,2.36328125,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",4,3,15,2.152880859375,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",4,3,15,1.57339680989583,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",6,3,15,2.45461018880208,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",6,3,15,2.26727294921875,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",6,3,15,1.71217041015625,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",8,3,15,2.43113199869792,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",8,3,15,2.28458658854167,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",8,3,15,1.69562581380208,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,15,1.85723470052083,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,15,1.486962890625,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,15,1.69706217447917,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,15,1.74210611979167,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,15,1.54891764322917,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,15,1.90967610677083,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,15,1.78651529947917,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,15,1.49599609375,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,15,1.95555013020833,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,15,1.89252115885417,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,15,1.71527709960937,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,15,2.01565755208333,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",2,3,15,1.98756510416667,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",2,3,15,1.941162109375,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",2,3,15,1.97459411621094,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",4,3,15,2.00062204996745,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",4,3,15,1.9995859781901,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",4,3,15,1.92907002766927,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",6,3,15,2.42649688720703,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",6,3,15,2.29709269205729,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",6,3,15,2.32630818684896,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",8,3,15,2.374609375,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",8,3,15,2.25860214233398,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",8,3,15,2.29802856445313,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",2,3,16,0.974888392857143,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",2,3,16,1.08900669642857,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",2,3,16,0.941824776785714,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",4,3,16,1.48235212053571,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",4,3,16,1.4892578125,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",4,3,16,1.26785714285714,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",6,3,16,1.76939174107143,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",6,3,16,1.8095703125,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",6,3,16,1.60484095982143,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",8,3,16,1.84549386160714,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",8,3,16,1.88448660714286,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",8,3,16,1.71051897321429,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",2,3,16,1.359375,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",2,3,16,1.31277901785714,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",2,3,16,1.03878348214286,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",4,3,16,1.67529296875,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",4,3,16,1.6474609375,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",4,3,16,1.3056640625,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",6,3,16,1.82875279017857,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",6,3,16,1.80594308035714,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",6,3,16,1.49672154017857,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",8,3,16,1.85435267857143,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",8,3,16,1.86286272321429,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",8,3,16,1.56480189732143,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",2,3,16,1.34758649553571,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",2,3,16,1.37799944196429,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",2,3,16,1.30032784598214,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",4,3,16,1.46226283482143,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",4,3,16,1.55224609375,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",4,3,16,1.57083565848214,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",6,3,16,1.55754743303571,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",6,3,16,1.59354073660714,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",6,3,16,1.74898856026786,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",8,3,16,1.44231305803571,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",8,3,16,1.57589285714286,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",8,3,16,1.60480608258929,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,16,1.14662388392857,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,16,1.19363839285714,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,16,1.21637834821429,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,16,1.9560546875,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,16,2.00613839285714,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,16,1.79827008928571,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,16,2.06417410714286,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,16,2.16741071428571,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,16,2.05315290178571,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,16,2.10016741071429,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,16,2.13197544642857,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,16,2.06131417410714,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",2,3,16,1.70493861607143,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",2,3,16,1.79673549107143,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",2,3,16,1.14202008928571,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",4,3,16,1.909423828125,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",4,3,16,1.9736328125,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",4,3,16,1.38127790178571,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",6,3,16,2.00202287946429,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",6,3,16,2.13466099330357,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",6,3,16,1.81473214285714,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",8,3,16,2.15816824776786,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",8,3,16,2.208740234375,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",8,3,16,2.00020926339286,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",2,3,17,0.443684895833333,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",2,3,17,0.0856119791666667,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",2,3,17,0.0673828125,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",4,3,17,0.974934895833333,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",4,3,17,0.705403645833333,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",4,3,17,0.490559895833333,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",6,3,17,0.8515625,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",6,3,17,0.53515625,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",6,3,17,0.3671875,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",8,3,17,1.33756510416667,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",8,3,17,0.933919270833333,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",8,3,17,0.702799479166667,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",2,3,17,0.878255208333333,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",2,3,17,0.670572916666667,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",2,3,17,0.2138671875,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",4,3,17,0.945638020833333,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",4,3,17,0.7431640625,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",4,3,17,0.2880859375,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",6,3,17,0.919921875,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",6,3,17,0.697916666666667,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",6,3,17,0.374348958333333,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",8,3,17,1.48502604166667,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",8,3,17,1.22395833333333,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",8,3,17,0.983072916666667,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",2,3,17,0.577799479166667,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",2,3,17,0.496419270833333,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",2,3,17,0.179361979166667,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",4,3,17,1.20279947916667,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",4,3,17,0.982421875,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",4,3,17,0.591145833333333,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",6,3,17,1.326171875,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",6,3,17,1.013671875,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",6,3,17,0.724283854166667,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",8,3,17,1.71842447916667,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",8,3,17,1.48714192708333,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",8,3,17,1.07975260416667,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,17,0.620930989583333,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,17,0.446451822916667,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,17,0.347330729166667,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,17,0.771158854166667,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,17,0.573404947916667,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,17,0.354166666666667,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,17,1.06282552083333,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,17,0.957682291666667,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,17,0.74755859375,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,17,1.51448567708333,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,17,1.47249348958333,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,17,1.2568359375,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",2,3,17,0.897542317708333,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",2,3,17,0.343912760416667,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",2,3,17,0.80322265625,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",4,3,17,0.913492838541667,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",4,3,17,0.48681640625,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",4,3,17,0.556477864583333,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",6,3,17,0.833414713541667,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",6,3,17,0.18603515625,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",6,3,17,0.657063802083333,"clairvoyant",17
"A short story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",8,3,17,1.68204752604167,"naive",2
"A short dystopian story about a couple having dinner","Qwen/Qwen2.5-7B-Instruct",8,3,17,1.2001953125,"naive",1
"A short story about a robot couple having dinner","Qwen/Qwen2.5-7B-Instruct",8,3,17,1.4013671875,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",2,3,18,1.70289522058824,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",2,3,18,1.23598345588235,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",2,3,18,0.979319852941176,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",4,3,18,1.50425091911765,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",4,3,18,1.12867647058824,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",4,3,18,1.05135569852941,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",6,3,18,1.48931525735294,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",6,3,18,1.04790900735294,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",6,3,18,0.933708639705882,"clairvoyant",17
"A short story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",8,3,18,1.59429572610294,"naive",2
"A short dystopian story about a couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",8,3,18,1.19746668198529,"naive",1
"A short story about a robot couple having dinner","SakanaAI/TinySwallow-1.5B-Instruct",8,3,18,1.08766802619485,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",2,3,18,1.01355698529412,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",2,3,18,0.875746783088235,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",2,3,18,0.683880974264706,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",4,3,18,1.04584099264706,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",4,3,18,0.940774356617647,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",4,3,18,0.716164981617647,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",6,3,18,1.03619025735294,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",6,3,18,0.911707261029412,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",6,3,18,0.700080422794118,"clairvoyant",17
"A short story about a couple having dinner","openai-community/gpt2-xl",8,3,18,0.994944852941176,"naive",2
"A short dystopian story about a couple having dinner","openai-community/gpt2-xl",8,3,18,0.864372702205882,"naive",1
"A short story about a robot couple having dinner","openai-community/gpt2-xl",8,3,18,0.633444393382353,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",2,3,18,1.74149816176471,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",2,3,18,1.42124310661765,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",2,3,18,1.43727022058824,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",4,3,18,1.74994255514706,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",4,3,18,1.47216796875,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",4,3,18,1.49138327205882,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",6,3,18,1.69950597426471,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",6,3,18,1.41673368566176,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",6,3,18,1.42560891544118,"clairvoyant",17
"A short story about a couple having dinner","allenai/OLMo-2-1124-13B",8,3,18,1.66529756433824,"naive",2
"A short dystopian story about a couple having dinner","allenai/OLMo-2-1124-13B",8,3,18,1.40073529411765,"naive",1
"A short story about a robot couple having dinner","allenai/OLMo-2-1124-13B",8,3,18,1.44571461397059,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,18,1.73851102941176,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,18,1.47015739889706,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",2,3,18,1.41911764705882,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,18,1.57387408088235,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,18,1.43692555147059,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",4,3,18,1.4248046875,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,18,1.50827205882353,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,18,1.36282169117647,"naive",1
"A short story about a robot couple having dinner","meta-llama/Llama-3.1-8B-Instruct",6,3,18,1.37063419117647,"clairvoyant",17
"A short story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,18,1.74887982536765,"naive",2
"A short dystopian story about a couple having dinner","meta-llama/Llama-3.1-8B-Instruct",8,3,18,1.6064453125,"naive",1
