topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality
A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,4,2,17,1.048837890625,-26.272216796875,-75.203125
A short story about a woman discovering a strange record player,Qwen/Qwen2.5-7B-Instruct,6,2,17,1.1526806640625,-49.773895263671875,-79.5306396484375
A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,6,2,17,1.13912109375,-49.7490234375,-95.1474609375
A short story about a woman discovering a strange record player,Qwen/Qwen2.5-7B-Instruct,8,2,17,1.0564208984375,-66.18032836914062,-99.51683807373047
A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,8,2,17,1.0126904296875,-80.0162353515625,-105.33349609375
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,0,-0.029026324932391826,-42.12786102294922,-41.750518798828125
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,0,-0.20592440091646635,-21.265625,-30.8828125
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,0,-0.029026324932391826,-27.12744140625,-38.02734375
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,0,-0.20592440091646635,-26.695068359375,-48.3603515625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,0,-0.029026324932391826,-53.35718822479248,-67.78877449035645
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,0,-0.20592440091646635,-27.265647888183594,-48.20878601074219
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,0,-0.029026324932391826,-33.43310546875,-50.33984375
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,0,-0.20592440091646635,-22.449462890625,-37.8525390625
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,0,-0.23873197115384615,-22.38623046875,-37.52099609375
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,0,-0.3492619441105769,-81.40625,-86.24609375
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,0,-0.23873197115384615,-93.345703125,-106.07421875
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,0,-0.3492619441105769,-49.95703125,-68.35546875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,0,-0.23873197115384615,-34.852783203125,-54.50537109375
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,0,-0.3492619441105769,-27.623046875,-46.5546875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,0,-0.23873197115384615,-44.120849609375,-65.00201416015625
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,0,-0.3492619441105769,-42.228515625,-57.4365234375
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,0,0.08162513146033654,-51.41796875,-61.578125
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,0,-0.13131009615384615,-46.193359375,-79.0390625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,0,0.08162513146033654,-46.99714660644531,-44.32012939453125
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,0,-0.13131009615384615,-20.44921875,-32.5546875
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,0,0.08162513146033654,-29.21435546875,-37.6171875
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,0,-0.13131009615384615,-27.48828125,-50.43359375
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,0,0.08162513146033654,-56.57770538330078,-68.68696594238281
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,0,-0.13131009615384615,-29.114768981933594,-47.884368896484375
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,0,-0.2033714881310096,-35.69384765625,-52.29296875
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,0,-0.17401592548076922,-25.083984375,-37.47265625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,0,-0.2033714881310096,-19.91796875,-42.37255859375
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,0,-0.17401592548076922,-72.9375,-78.451171875
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,0,-0.2033714881310096,-86.541015625,-93.3134765625
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,0,-0.17401592548076922,-46.95703125,-52.9970703125
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,0,-0.2033714881310096,-36.482421875,-46.10693359375
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,0,-0.17401592548076922,-28.23828125,-38.765625
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,0,0.04132432204026442,-45.17242431640625,-58.10968017578125
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,0,0.12844379131610578,-39.52734375,-50.9775390625
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,0,0.04132432204026442,-49.47265625,-48.8359375
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,0,0.12844379131610578,-46.865234375,-69.578125
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,0,0.04132432204026442,-42.12786102294922,-41.750518798828125
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,0,0.12844379131610578,-21.265625,-30.8828125
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,0,0.04132432204026442,-27.12744140625,-38.02734375
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,0,0.12844379131610578,-27.124755859375,-48.3603515625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,1,1.2021484375,-54.20542335510254,-67.78877449035645
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,1,1.51318359375,-28.809452056884766,-48.20878601074219
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,1,1.2021484375,-30.904296875,-50.33984375
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,1,1.51318359375,-21.1102294921875,-37.8525390625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,1,1.2021484375,-19.10693359375,-37.52099609375
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,1,1.51318359375,-82.591796875,-86.24609375
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,1,1.2021484375,-90.48828125,-106.07421875
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,1,1.51318359375,-49.25,-68.35546875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,1,1.3994140625,-35.01513671875,-54.50537109375
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,1,1.8310546875,-28.13525390625,-46.5546875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,1,1.3994140625,-40.1273193359375,-65.00201416015625
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,1,1.8310546875,-36.9326171875,-57.4365234375
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,1,1.3994140625,-46.33203125,-61.578125
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,1,1.8310546875,-48.822265625,-79.0390625
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,1,1.3994140625,-46.99714660644531,-44.32012939453125
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,1,1.8310546875,-20.44921875,-32.5546875
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,1,1.51220703125,-29.21435546875,-37.6171875
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,1,1.4921875,-28.147705078125,-50.43359375
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,1,1.51220703125,-56.05523681640625,-68.68696594238281
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,1,1.4921875,-28.668378829956055,-47.884368896484375
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,1,1.51220703125,-31.7490234375,-52.29296875
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,1,1.4921875,-22.069091796875,-37.47265625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,1,1.51220703125,-17.7109375,-42.37255859375
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,1,1.4921875,-75.591796875,-78.451171875
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,1,1.1630859375,-86.025390625,-93.3134765625
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,1,1.524658203125,-47.2197265625,-52.9970703125
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,1,1.1630859375,-37.446533203125,-46.10693359375
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,1,1.524658203125,-29.28759765625,-38.765625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,1,1.1630859375,-39.52130126953125,-58.10968017578125
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,1,1.524658203125,-36.197265625,-50.9775390625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,1,1.1630859375,-46.02734375,-48.8359375
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,1,1.524658203125,-46.970703125,-69.578125
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,1,0.788818359375,-42.12786102294922,-41.750518798828125
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,1,1.3623046875,-21.265625,-30.8828125
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,1,0.788818359375,-27.12744140625,-38.02734375
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,1,1.3623046875,-27.124755859375,-48.3603515625
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,1,0.788818359375,-54.20542335510254,-67.78877449035645
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,1,1.3623046875,-27.521034240722656,-48.20878601074219
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,1,0.788818359375,-34.22265625,-50.33984375
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,1,1.3623046875,-21.24462890625,-37.8525390625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,2,0.9909002130681818,-18.998291015625,-37.52099609375
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,2,0.7638938210227273,-81.07421875,-86.24609375
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,2,0.9909002130681818,-90.416015625,-106.07421875
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,2,0.7638938210227273,-51.1025390625,-68.35546875
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,2,0.9909002130681818,-35.185791015625,-54.50537109375
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,2,0.7638938210227273,-29.1025390625,-46.5546875
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,2,0.9909002130681818,-40.34033203125,-65.00201416015625
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,2,0.7638938210227273,-34.09375,-57.4365234375
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,2,1.0108309659090908,-48.609375,-61.578125
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,2,1.0197975852272727,-49.908203125,-79.0390625
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,2,1.0108309659090908,-46.99714660644531,-44.32012939453125
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,2,1.0197975852272727,-20.44921875,-32.5546875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,2,1.0108309659090908,-29.21435546875,-37.6171875
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,2,1.0197975852272727,-28.147705078125,-50.43359375
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,2,1.0108309659090908,-56.05523681640625,-68.68696594238281
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,2,1.0197975852272727,-27.279857635498047,-47.884368896484375
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,2,0.8520951704545454,-34.939453125,-52.29296875
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,2,0.6444868607954546,-21.09271240234375,-37.47265625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,2,0.8520951704545454,-17.48974609375,-42.37255859375
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,2,0.6444868607954546,-75.04296875,-78.451171875
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,2,0.8520951704545454,-88.34375,-93.3134765625
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,2,0.6444868607954546,-49.4716796875,-52.9970703125
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,2,0.8520951704545454,-36.445556640625,-46.10693359375
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,2,0.6444868607954546,-29.90185546875,-38.765625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,2,1.1640181107954546,-39.6539306640625,-58.10968017578125
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,2,1.5272105823863635,-33.8984375,-50.9775390625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,2,1.1640181107954546,-48.609375,-48.8359375
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,2,1.5272105823863635,-48.9765625,-69.578125
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,2,1.1640181107954546,-42.12786102294922,-41.750518798828125
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,2,1.5272105823863635,-21.265625,-30.8828125
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,2,1.1640181107954546,-27.12744140625,-38.02734375
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,2,1.5272105823863635,-27.124755859375,-48.3603515625
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,2,1.3320534446022727,-54.20542335510254,-67.78877449035645
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,2,1.5146262428977273,-27.521034240722656,-48.20878601074219
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,2,1.3320534446022727,-34.22265625,-50.33984375
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,2,1.5146262428977273,-21.119140625,-37.8525390625
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,2,1.3320534446022727,-19.07763671875,-37.52099609375
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,2,1.5146262428977273,-82.748046875,-86.24609375
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,2,1.3320534446022727,-90.6201171875,-106.07421875
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,2,1.5146262428977273,-52.3271484375,-68.35546875
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,3,1.6665602463942308,-34.31201171875,-54.50537109375
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,3,1.7650240384615385,-29.07373046875,-46.5546875
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,3,1.6335073617788463,-40.269775390625,-65.00201416015625
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,3,1.7142991286057692,-32.513671875,-57.4365234375
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,3,1.6335073617788463,-40.2421875,-61.578125
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,3,1.7142991286057692,-40.994140625,-79.0390625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,3,1.6335073617788463,-46.99714660644531,-44.32012939453125
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,3,1.7142991286057692,-20.44921875,-32.5546875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,3,1.4517728365384615,-29.21435546875,-37.6171875
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,3,1.5794020432692308,-28.147705078125,-50.43359375
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,3,1.650390625,-56.05523681640625,-68.68696594238281
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,3,1.7928936298076923,-27.279857635498047,-47.884368896484375
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,3,1.650390625,-34.939453125,-52.29296875
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,3,1.7928936298076923,-20.59716796875,-37.47265625
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,3,1.650390625,-17.7451171875,-42.37255859375
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,3,1.7928936298076923,-76.5,-78.451171875
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,3,1.5176532451923077,-86.8427734375,-93.3134765625
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,3,1.4049729567307692,-49.5205078125,-52.9970703125
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,3,1.6044170673076923,-37.039794921875,-46.10693359375
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,3,1.4704777644230769,-30.39990234375,-38.765625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,3,1.6044170673076923,-39.6104736328125,-58.10968017578125
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,3,1.4704777644230769,-32.298828125,-50.9775390625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,3,1.6044170673076923,-40.44921875,-48.8359375
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,3,1.4704777644230769,-46.03125,-69.578125
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,3,1.5402080829326923,-44.5748291015625,-41.4713134765625
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,3,1.7120079627403846,-21.2578125,-32.453125
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,3,1.41748046875,-29.849609375,-40.96875
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,3,1.4645432692307692,-32.318359375,-51.19140625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,3,1.41748046875,-53.5916850566864,-69.03250885009766
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,3,1.4645432692307692,-32.6627197265625,-48.462890625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,3,1.41748046875,-32.3037109375,-45.408203125
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,3,1.4645432692307692,-24.173828125,-38.8515625
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,3,1.7207782451923077,-22.50244140625,-39.630859375
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,3,1.7804987980769231,-80.66796875,-79.40234375
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,3,1.5123197115384615,-87.15625,-113.546875
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,3,1.4827223557692308,-46.615234375,-69.556640625
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,3,1.5123197115384615,-39.9296875,-54.11279296875
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,3,1.4827223557692308,-35.58251953125,-47.8046875
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,3,1.5123197115384615,-43.53759765625,-62.68212890625
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,3,1.4827223557692308,-39.51171875,-59.693359375
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,4,0.7595571718717876,-45.19921875,-55.8046875
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,4,0.6373295031095806,-47.986328125,-67.890625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,4,3,4,0.7149132176449424,-47.3316650390625,-42.791259765625
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,4,3,4,0.6648278487356085,-20.2421875,-34.890625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,6,3,4,0.7149132176449424,-29.7236328125,-40.94140625
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,6,3,4,0.6648278487356085,-32.4423828125,-52.974609375
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,8,3,4,0.7149132176449424,-53.19282388687134,-65.82051086425781
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,8,3,4,0.6648278487356085,-32.057861328125,-47.5625
A short story titled 'The Boyfriend',openai-community/gpt2-xl,2,3,4,0.7720411896705628,-35.287109375,-45.904296875
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,2,3,4,0.6313843488693237,-23.6875,-36.60546875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,4,3,4,0.8410988628864289,-22.12255859375,-38.4580078125
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,4,3,4,0.6783610045909881,-74.83203125,-74.66015625
A short story titled 'The Boyfriend',openai-community/gpt2-xl,6,3,4,0.8410988628864289,-83.861328125,-100.259765625
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,6,3,4,0.6783610045909881,-47.0830078125,-56.591796875
A short story titled 'The Boyfriend',openai-community/gpt2-xl,8,3,4,0.8410988628864289,-40.5048828125,-41.712890625
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,8,3,4,0.6783610045909881,-34.9296875,-42.3515625
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,2,3,4,0.6697891636898643,-40.432861328125,-53.57177734375
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,2,3,4,0.562656603361431,-37.1953125,-52.4921875
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,4,3,4,0.5675010681152344,-46.1015625,-48.89453125
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,4,3,4,0.45852841828998764,-46.908203125,-60.796875
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,6,3,4,0.5675010681152344,-44.5748291015625,-41.4713134765625
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,6,3,4,0.45852841828998764,-21.2578125,-32.453125
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,8,3,4,0.5675010681152344,-29.849609375,-40.96875
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,8,3,4,0.45852841828998764,-29.736328125,-51.19140625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,2,3,4,0.5494710018760279,-52.21053159236908,-69.03250885009766
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,2,3,4,0.6900120785361842,-31.8096923828125,-48.462890625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,4,3,4,0.3917645906147204,-27.5595703125,-45.408203125
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,4,3,4,0.5053775185032895,-22.28515625,-38.8515625
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,6,3,4,0.3917645906147204,-20.22314453125,-39.630859375
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,6,3,4,0.5053775185032895,-84.8828125,-79.40234375
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,8,3,4,0.3917645906147204,-87.80078125,-113.546875
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,8,3,4,0.5053775185032895,-47.75390625,-69.556640625
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,2,3,4,0.5823407486865395,-39.453125,-54.11279296875
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,2,3,4,0.8833588110773187,-33.901123046875,-47.8046875
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,4,3,4,0.45714865232768814,-40.16845703125,-62.68212890625
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,4,3,4,0.673257407389189,-34.43359375,-59.693359375
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,6,3,4,0.45714865232768814,-43.26953125,-55.8046875
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,6,3,4,0.673257407389189,-47.904296875,-67.890625
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,8,3,4,0.45714865232768814,-47.3316650390625,-42.791259765625
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,8,3,4,0.673257407389189,-20.2421875,-34.890625
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,2,3,5,1.495938437325614,-29.7236328125,-40.94140625
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,2,3,5,1.3406857081821986,-29.6669921875,-52.974609375
