topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality,story_type
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,9,0.23014322916666666,-16.998291015625,-32.53515625,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,9,0.05043829055059524,-62.01513671875,-61.1748046875,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,max,3,10,0.7324662642045454,-74.736328125,-86.259765625,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,max,3,10,0.32905717329545453,-35.5205078125,-53.951171875,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,max,3,10,1.1240234375,-29.2318115234375,-39.671630859375,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,max,3,10,0.6443536931818182,-32.20263671875,-37.28125,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,max,3,10,1.3193803267045454,-32.337371826171875,-55.0421142578125,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,max,3,10,0.5237926136363636,-29.478515625,-50.50390625,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,max,3,10,0.8774857954545454,-29.6875,-42.1015625,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,max,3,10,0.2808504971590909,-25.361328125,-49.86328125,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,10,1.4994451349431819,-46.994964599609375,-44.35113525390625,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,10,1.1005859375,-19.73046875,-29.03515625,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,max,3,11,1.0043247767857142,-29.03173828125,-41.8359375,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,max,3,11,0.009102957589285714,-26.27197265625,-44.69921875,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,max,3,11,1.4793178013392858,-56.30696105957031,-63.75048828125,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,max,3,11,0.6531808035714286,-22.39590072631836,-47.8707275390625,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,max,3,11,3.1682826450892856,-26.33740234375,-39.6171875,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,max,3,11,1.3164760044642858,-23.1348876953125,-36.4169921875,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,max,3,11,1.7493373325892858,-19.0225830078125,-36.8592529296875,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,max,3,11,0.6036900111607143,-79.947265625,-83.28125,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,11,1.682861328125,-82.982421875,-102.287109375,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,11,0.77197265625,-42.78857421875,-67.279296875,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,max,3,12,1.2423248291015625,-32.599365234375,-49.5185546875,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,max,3,12,0.643798828125,-28.32745361328125,-46.6015625,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,max,3,12,0.962982177734375,-32.996826171875,-61.974853515625,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,max,3,12,0.145263671875,-30.0283203125,-52.4404296875,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,max,3,12,1.5804519653320312,-40.052734375,-58.9765625,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,max,3,12,0.6524887084960938,-28.7451171875,-64.83984375,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,max,3,12,1.0574493408203125,-46.53076171875,-44.2685546875,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,max,3,12,0.9216156005859375,-18.908203125,-31.10546875,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,12,1.6290321350097656,-27.97412109375,-44.7734375,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,12,0.9981307983398438,-25.654296875,-44.693359375,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,max,3,13,1.697216796875,-56.88916015625,-66.4913330078125,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,max,3,13,0.877294921875,-23.426779985427856,-54.210174560546875,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,max,3,13,1.39765625,-25.826171875,-43.369140625,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,max,3,13,0.8619140625,-22.5091552734375,-39.060546875,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,max,3,13,1.21531982421875,-19.3262939453125,-43.728271484375,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,max,3,13,0.507861328125,-68.34814453125,-71.48046875,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,max,3,13,1.827410888671875,-80.0302734375,-86.208984375,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,max,3,13,1.059735107421875,-39.68017578125,-48.1318359375,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,13,1.65379638671875,-33.447998046875,-48.19384765625,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,13,1.150823974609375,-25.77764892578125,-36.375,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,max,3,14,1.67349853515625,-31.752487182617188,-60.3170166015625,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,max,3,14,1.2388671875,-30.095703125,-45.6748046875,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,max,3,14,1.5680989583333333,-38.39453125,-52.45703125,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,max,3,14,1.016455078125,-26.98046875,-56.37109375,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,max,3,14,2.502097574869792,-38.97509765625,-39.51231384277344,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,max,3,14,1.5136494954427084,-20.94140625,-27.251953125,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,max,3,14,1.9318684895833333,-23.359130859375,-38.01171875,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,max,3,14,1.9043019612630208,-23.8505859375,-43.5107421875,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,14,2.1714269002278646,-54.122979164123535,-62.80880355834961,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,14,1.8162363688151042,-26.809898376464844,-46.44567108154297,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,max,3,15,1.6704799107142858,-31.560546875,-52.2265625,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,max,3,15,1.26318359375,-19.38720703125,-31.95458984375,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,max,3,15,1.8142438616071428,-16.90252685546875,-33.0972900390625,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,max,3,15,1.2916434151785714,-79.16015625,-83.9931640625,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,max,3,15,1.6609933035714286,-76.46923828125,-109.45703125,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,max,3,15,1.5018136160714286,-46.24169921875,-69.8017578125,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,max,3,15,1.6008649553571428,-27.18084716796875,-53.245361328125,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,max,3,15,1.11279296875,-33.3175048828125,-49.85546875,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,15,1.5277622767857142,-31.41272735595703,-63.984130859375,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,15,1.3304617745535714,-30.423828125,-51.8125,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,max,3,16,1.6526692708333333,-35.94921875,-61.71875,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,max,3,16,0.5602213541666666,-28.94091796875,-70.30859375,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,max,3,16,1.4205729166666667,-39.33685302734375,-41.006622314453125,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,max,3,16,0.8111979166666666,-20.3203125,-31.21875,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,max,3,16,1.6106770833333333,-27.471923828125,-44.1328125,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,max,3,16,1.0345052083333333,-24.5888671875,-43.8642578125,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,max,3,16,1.5769856770833333,-54.85522544384003,-67.64711618423462,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,max,3,16,1.171875,-27.567434310913086,-45.925472259521484,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,16,2.1474609375,-30.734375,-58.5087890625,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,16,1.5797526041666667,-19.3543701171875,-38.7529296875,clairvoyant
A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,max,3,17,1.9353745404411764,-16.46728515625,-36.43798828125,naive
A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,max,3,17,1.3351907169117647,-65.9720458984375,-67.03125,clairvoyant
A short story titled 'The Boyfriend',openai-community/gpt2-xl,max,3,17,1.2583869485294117,-68.15625,-92.369140625,naive
A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,max,3,17,0.8936121323529411,-46.4140625,-57.2216796875,clairvoyant
A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,max,3,17,1.8036391314338236,-28.2823486328125,-44.25244140625,naive
A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,max,3,17,1.4412913602941178,-30.44097900390625,-41.94921875,clairvoyant
A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,max,3,17,2.1232192095588234,-31.339706420898438,-58.583251953125,naive
A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,max,3,17,1.728860294117647,-28.33837890625,-46.96484375,clairvoyant
A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,17,2.433392693014706,-36.36328125,-55.3203125,naive
A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,17,1.8955867991727942,-27.6676025390625,-59.892578125,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,max,4,0,-0.3203396267361111,-40.18701171875,-37.303955078125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,max,4,0,-0.4305555555555556,-42.3984375,-46.22265625,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,max,4,0,-0.4066840277777778,-23.08935546875,-30.5078125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,max,4,0,-0.3975694444444444,-18.192604064941406,-25.98388671875,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,max,4,0,-0.1091579861111111,-23.55859375,-31.0859375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,max,4,0,-0.3090277777777778,-8.61328125,-13.6640625,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,max,4,0,-0.5123765733506944,-19.705612182617188,-40.072265625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,max,4,0,-0.568359375,-17.03515625,-29.4296875,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,max,4,0,-0.19853379991319445,-28.899169921875,-33.251953125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,max,4,0,0.24479166666666666,-24.267578125,-38.8984375,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,max,4,1,0.382421875,-27.79931640625,-31.02886962890625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,max,4,1,1.114453125,-20.28271484375,-40.697265625,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,max,4,1,0.86875,-17.0380859375,-27.400390625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,max,4,1,1.24609375,-25.172346115112305,-30.967071533203125,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,max,4,1,0.83046875,-34.49609375,-48.4765625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,max,4,1,2.11796875,-24.7344970703125,-31.840576171875,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,max,4,1,0.566015625,-20.96728515625,-36.890625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,max,4,1,1.098828125,-32.22265625,-41.8359375,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,max,4,1,0.6322265625,-35.246337890625,-47.822998046875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,max,4,1,2.119921875,-25.202987670898438,-35.58953857421875,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,max,4,2,1.0597795758928572,-45.1171875,-41.2421875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,max,4,2,2.4037388392857144,-41.35546875,-52.5,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,max,4,2,2.304478236607143,-21.666015625,-38.4921875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,max,4,2,2.7700892857142856,-18.77082061767578,-23.7802734375,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,max,4,2,1.3485630580357142,-24.20703125,-31.7890625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,max,4,2,1.7587890625,-8.060546875,-18.234375,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,max,4,2,1.2783203125,-17.664894104003906,-38.5244140625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,max,4,2,2.1746651785714284,-16.44873046875,-32.34765625,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,max,4,2,0.884765625,-26.087890625,-33.53125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,max,4,2,2.4051339285714284,-24.33984375,-35.3671875,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,max,4,3,1.2985471089680989,-28.04150390625,-33.6260986328125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,max,4,3,0.8349088033040365,-20.419921875,-40.296875,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,max,4,3,0.9338302612304688,-16.8447265625,-25.6337890625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,max,4,3,1.4389610290527344,-24.898693084716797,-31.073486328125,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,max,4,3,0.9561869303385416,-32.97265625,-46.421875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,max,4,3,0.889495849609375,-20.385528564453125,-20.43804931640625,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,max,4,3,1.5351575215657551,-19.82421875,-28.94140625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,max,4,3,1.582296371459961,-30.87890625,-40.3671875,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,max,4,3,1.0066618919372559,-31.9775390625,-44.53759765625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,max,4,3,0.9181744257609049,-25.84002685546875,-40.339202880859375,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,max,4,4,1.0753348214285714,-42.939453125,-39.279296875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,max,4,4,1.0831473214285714,-37.140625,-45.828125,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,max,4,4,0.24916294642857142,-21.52490234375,-37.65625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,max,4,4,0.03180803571428571,-18.126129150390625,-23.729110717773438,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,max,4,4,0.9174107142857143,-23.693359375,-25.4375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,max,4,4,1.1088169642857142,-9.5152587890625,-13.478515625,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,max,4,4,1.0591517857142858,-19.5001220703125,-35.021484375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,max,4,4,0.7667410714285714,-16.65966796875,-29.046875,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,max,4,4,0.8971819196428571,-26.509765625,-34.77734375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,max,4,4,1.0870535714285714,-22.386474609375,-32.67578125,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,max,4,5,1.2626953125,-28.05419921875,-36.1484375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,max,4,5,2.54345703125,-24.2421875,-39.3828125,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,max,4,5,0.7926513671875,-17.384765625,-26.71875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,max,4,5,0.8396240234375,-28.647216796875,-34.9580078125,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,max,4,5,1.5263671875,-33.44140625,-50.359375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,max,4,5,1.1484375,-51.6728515625,-52.787109375,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,max,4,5,0.9306640625,-23.1904296875,-36.5,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,max,4,5,1.521484375,-29.74609375,-40.3046875,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,max,4,5,1.295166015625,-36.7060546875,-47.97802734375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,max,4,5,2.73828125,-25.565460205078125,-39.138916015625,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,max,4,6,1.8515139493075283,-47.2890625,-43.7109375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,max,4,6,1.8963199962269177,-40.13671875,-52.59765625,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,max,4,6,1.4110329367897727,-22.328125,-41.71875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,max,4,6,1.4730502041903408,-16.25904083251953,-24.892807006835938,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,max,4,6,1.3317676890980115,-24.36328125,-24.5859375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,max,4,6,1.4932042902166194,-9.3546142578125,-13.552734375,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,max,4,6,1.290162519975142,-19.96832275390625,-36.171875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,max,4,6,1.590896953235973,-16.8291015625,-29.4296875,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,max,4,6,2.165526650168679,-25.916015625,-33.2265625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,max,4,6,2.5023304332386362,-22.564453125,-32.43310546875,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,max,4,7,2.0657552083333335,-27.50537109375,-32.388671875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,max,4,7,2.6498209635416665,-25.85546875,-34.6953125,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,max,4,7,2.0645345052083335,-17.47265625,-22.56640625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,max,4,7,2.10009765625,-28.632232666015625,-30.51513671875,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,max,4,7,2.2395833333333335,-33.03515625,-47.46875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,max,4,7,2.3916015625,-49.328125,-45.9521484375,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,max,4,7,2.1451822916666665,-22.140625,-33.9296875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,max,4,7,2.3756510416666665,-28.3515625,-38.15625,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,max,4,7,3.37109375,-36.14208984375,-42.15380859375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,max,4,7,4.21044921875,-26.298507690429688,-42.4263916015625,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,max,4,8,0.3109130859375,-34.707275390625,-33.724853515625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,max,4,8,0.5316685267857143,-30.47265625,-38.77734375,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,max,4,8,0.5905412946428571,-22.61083984375,-32.05078125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,max,4,8,0.5221819196428571,-19.08172607421875,-24.81884765625,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,max,4,8,0.6242152622767857,-23.03125,-29.453125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,max,4,8,0.5722830636160714,-8.72265625,-14.828125,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,max,4,8,0.4842006138392857,-17.488250732421875,-32.1376953125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,max,4,8,0.3902064732142857,-13.6328125,-27.0703125,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,max,4,8,0.6093401227678571,-27.438720703125,-36.177734375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,max,4,8,0.5098702566964286,-17.33837890625,-32.677734375,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,max,4,9,1.828857421875,-25.468475341796875,-30.476242065429688,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,max,4,9,1.37841796875,-9.738525390625,-33.05859375,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,max,4,9,1.286163330078125,-16.3701171875,-27.763671875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,max,4,9,1.23358154296875,-20.168594360351562,-27.08642578125,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,max,4,9,1.91741943359375,-34.140625,-49.7265625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,max,4,9,1.5947265625,-20.984130859375,-25.359375,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,max,4,9,1.541015625,-18.2841796875,-33.125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,max,4,9,1.2021484375,-25.337890625,-42.5625,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,max,4,9,2.30810546875,-27.791900634765625,-45.609375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,max,4,9,1.362060546875,-22.281585693359375,-32.8106689453125,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,max,4,10,0.3588392469618056,-43.5,-40.71875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,max,4,10,0.6205105251736112,-26.73828125,-47.91796875,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,max,4,10,0.8993598090277778,-23.7119140625,-36.0234375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,max,4,10,0.5425889756944444,-20.46942138671875,-25.806396484375,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,max,4,10,0.5564185248480903,-21.87890625,-29.640625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,max,4,10,0.5831883748372396,-9.1875,-13.78125,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,max,4,10,0.6420491536458334,-17.416549682617188,-33.841796875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,max,4,10,0.7145860460069444,-13.814453125,-28.1640625,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,max,4,10,0.21416727701822916,-25.948974609375,-33.9609375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,max,4,10,0.63519287109375,-15.6875,-28.4453125,clairvoyant
