,Unnamed: 0,topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality,story_type,absolute_sentence_idx,postview_importance,online_importance,Importance_Rater1_PostView,Importance_Rater2_PostView,Importance_Rater3_PostView,Importance_Rater4_PostView,Importance_Rater1_Online,Importance_Rater2_Online,Importance_Rater3_Online,Importance_Rater4_Online,avg_postview_importance,avg_online_importance,effect_event,cause_rating_count,cause_event,effect_rating_count
312,312,A short story titled 'The Record',openai-community/gpt2-xl,max,2,13,2.1565317007211537,-68.794677734375,-89.5654296875,naive,31,6.5,8.0,5.0,7.0,6.0,8.0,,9.0,8.0,7.0,6.5,8.0,[32],[9],"[27, 28]","[3, 9]"
313,313,A short story about a woman rapidly aging through her entire life,openai-community/gpt2-xl,max,2,13,2.3947378305288463,-32.169921875,-49.904296875,clairvoyant,31,6.5,8.0,5.0,7.0,6.0,8.0,,9.0,8.0,7.0,6.5,8.0,[32],[9],"[27, 28]","[3, 9]"
314,314,A short story titled 'The Record',allenai/OLMo-2-1124-13B,max,2,13,2.3373553936298075,-17.40234375,-42.5,naive,31,6.5,8.0,5.0,7.0,6.0,8.0,,9.0,8.0,7.0,6.5,8.0,[32],[9],"[27, 28]","[3, 9]"
315,315,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,max,2,13,2.7279991736778846,-36.728271484375,-81.3740234375,clairvoyant,31,6.5,8.0,5.0,7.0,6.0,8.0,,9.0,8.0,7.0,6.5,8.0,[32],[9],"[27, 28]","[3, 9]"
316,316,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,max,2,13,2.2249849759615383,-53.5390625,-67.49609375,naive,31,6.5,8.0,5.0,7.0,6.0,8.0,,9.0,8.0,7.0,6.5,8.0,[32],[9],"[27, 28]","[3, 9]"
317,317,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,max,2,13,2.614445612980769,-27.16015625,-34.0078125,clairvoyant,31,6.5,8.0,5.0,7.0,6.0,8.0,,9.0,8.0,7.0,6.5,8.0,[32],[9],"[27, 28]","[3, 9]"
318,318,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,max,2,13,2.30633544921875,-27.793907165527344,-54.701171875,naive,31,6.5,8.0,5.0,7.0,6.0,8.0,,9.0,8.0,7.0,6.5,8.0,[32],[9],"[27, 28]","[3, 9]"
319,319,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,max,2,13,3.7664935772235575,-25.65283203125,-59.640625,clairvoyant,31,6.5,8.0,5.0,7.0,6.0,8.0,,9.0,8.0,7.0,6.5,8.0,[32],[9],"[27, 28]","[3, 9]"
320,320,A short story titled 'The Record',SakanaAI/TinySwallow-1.5B-Instruct,max,2,14,1.3957639995374178,-46.06597900390625,-68.6060791015625,naive,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333,"[19, 33]","[1, 9]","[27, 31]","[2, 9]"
321,321,A short story about a woman rapidly aging through her entire life,SakanaAI/TinySwallow-1.5B-Instruct,max,2,14,1.3447683233963816,-48.4375,-89.2626953125,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333,"[19, 33]","[1, 9]","[27, 31]","[2, 9]"
322,322,A short story titled 'The Record',openai-community/gpt2-xl,max,2,14,1.1270416259765623,-76.5208511352539,-100.69140625,naive,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333,"[19, 33]","[1, 9]","[27, 31]","[2, 9]"
323,323,A short story about a woman rapidly aging through her entire life,openai-community/gpt2-xl,max,2,14,1.2355743408203126,-77.5048828125,-104.4462890625,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333,"[19, 33]","[1, 9]","[27, 31]","[2, 9]"
324,324,A short story titled 'The Record',allenai/OLMo-2-1124-13B,max,2,14,1.7919600637335529,-38.9140625,-38.87109375,naive,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333,"[19, 33]","[1, 9]","[27, 31]","[2, 9]"
325,325,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,max,2,14,1.7077299419202303,-10.9326171875,-27.6455078125,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333,"[19, 33]","[1, 9]","[27, 31]","[2, 9]"
326,326,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,max,2,14,1.381726716694079,-11.6912841796875,-14.8828125,naive,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333,"[19, 33]","[1, 9]","[27, 31]","[2, 9]"
327,327,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,max,2,14,1.1863210577713816,-14.939453125,-17.671875,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333,"[19, 33]","[1, 9]","[27, 31]","[2, 9]"
328,328,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,max,2,14,1.445161317524157,-16.677978515625,-23.069061279296875,naive,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333,"[19, 33]","[1, 9]","[27, 31]","[2, 9]"
329,329,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,max,2,14,1.561687670255962,-2.63720703125,-10.4736328125,clairvoyant,32,7.0,7.333333333333333,5.0,7.0,8.0,8.0,,9.0,7.0,6.0,7.0,7.333333333333333,"[19, 33]","[1, 9]","[27, 31]","[2, 9]"
330,330,A short story titled 'The Record',SakanaAI/TinySwallow-1.5B-Instruct,max,2,15,1.2933238636363635,-68.58145141601562,-88.54042053222656,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667,[34],[11],"[27, 32]","[2, 9]"
331,331,A short story about a woman rapidly aging through her entire life,SakanaAI/TinySwallow-1.5B-Instruct,max,2,15,1.7365944602272727,-36.13671875,-49.533203125,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667,[34],[11],"[27, 32]","[2, 9]"
332,332,A short story titled 'The Record',openai-community/gpt2-xl,max,2,15,1.2439186789772727,-15.88671875,-49.796875,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667,[34],[11],"[27, 32]","[2, 9]"
333,333,A short story about a woman rapidly aging through her entire life,openai-community/gpt2-xl,max,2,15,1.341131036931818,-32.53515625,-70.2674560546875,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667,[34],[11],"[27, 32]","[2, 9]"
334,334,A short story titled 'The Record',allenai/OLMo-2-1124-13B,max,2,15,1.7962535511363635,-58.22802734375,-61.34814453125,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667,[34],[11],"[27, 32]","[2, 9]"
335,335,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,max,2,15,1.578435724431818,-39.1015625,-38.4951171875,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667,[34],[11],"[27, 32]","[2, 9]"
336,336,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,max,2,15,1.411798650568182,-28.417564392089844,-53.45367431640625,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667,[34],[11],"[27, 32]","[2, 9]"
337,337,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,max,2,15,1.8556906960227273,-26.65240478515625,-56.634765625,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667,[34],[11],"[27, 32]","[2, 9]"
338,338,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,max,2,15,1.6288618607954546,-47.114688873291016,-74.57275390625,naive,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667,[34],[11],"[27, 32]","[2, 9]"
339,339,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,max,2,15,2.2504438920454546,-49.326171875,-85.1611328125,clairvoyant,33,7.0,6.666666666666667,5.0,9.0,6.0,8.0,,8.0,6.0,6.0,7.0,6.666666666666667,[34],[11],"[27, 32]","[2, 9]"
340,340,A short story titled 'The Record',SakanaAI/TinySwallow-1.5B-Instruct,max,2,16,0.8290713917125355,-70.41754150390625,-94.21014404296876,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666,[35],[11],"[27, 33]","[2, 11]"
341,341,A short story about a woman rapidly aging through her entire life,SakanaAI/TinySwallow-1.5B-Instruct,max,2,16,1.203225395896218,-78.576171875,-100.23828125,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666,[35],[11],"[27, 33]","[2, 11]"
342,342,A short story titled 'The Record',openai-community/gpt2-xl,max,2,16,1.132537841796875,-39.111328125,-38.60546875,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666,[35],[11],"[27, 33]","[2, 11]"
343,343,A short story about a woman rapidly aging through her entire life,openai-community/gpt2-xl,max,2,16,1.0629630710767664,-11.5244140625,-36.41259765625,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666,[35],[11],"[27, 33]","[2, 11]"
344,344,A short story titled 'The Record',allenai/OLMo-2-1124-13B,max,2,16,1.294254649769176,-11.381591796875,-15.0283203125,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666,[35],[11],"[27, 33]","[2, 11]"
345,345,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,max,2,16,1.358917929909446,-22.03125,-37.37890625,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666,[35],[11],"[27, 33]","[2, 11]"
346,346,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,max,2,16,0.5865232294256036,-16.2186279296875,-39.31512451171875,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666,[35],[11],"[27, 33]","[2, 11]"
347,347,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,max,2,16,1.0986615961248225,-3.5087890625,-14.36181640625,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666,[35],[11],"[27, 33]","[2, 11]"
348,348,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,max,2,16,1.08148193359375,-68.06838989257812,-101.21194458007812,naive,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666,[35],[11],"[27, 33]","[2, 11]"
349,349,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,max,2,16,1.4891464926979758,-36.546875,-58.86328125,clairvoyant,34,9.25,8.666666666666666,9.0,10.0,10.0,8.0,,10.0,9.0,7.0,9.25,8.666666666666666,[35],[11],"[27, 33]","[2, 11]"
350,350,A short story titled 'The Record',SakanaAI/TinySwallow-1.5B-Instruct,max,2,17,0.9980078125,-17.201171875,-52.375,naive,35,2.6666666666666665,,2.0,5.0,1.0,,,,,,2.6666666666666665,,,,"[27, 34]","[2, 11]"
351,351,A short story about a woman rapidly aging through her entire life,SakanaAI/TinySwallow-1.5B-Instruct,max,2,17,1.3182421875,-33.02392578125,-84.8682861328125,clairvoyant,35,2.6666666666666665,,2.0,5.0,1.0,,,,,,2.6666666666666665,,,,"[27, 34]","[2, 11]"
352,352,A short story titled 'The Record',openai-community/gpt2-xl,max,2,17,1.0534375,-60.7294921875,-74.0703125,naive,35,2.6666666666666665,,2.0,5.0,1.0,,,,,,2.6666666666666665,,,,"[27, 34]","[2, 11]"
353,353,A short story about a woman rapidly aging through her entire life,openai-community/gpt2-xl,max,2,17,0.93,-32.6982421875,-41.67578125,clairvoyant,35,2.6666666666666665,,2.0,5.0,1.0,,,,,,2.6666666666666665,,,,"[27, 34]","[2, 11]"
354,354,A short story titled 'The Record',allenai/OLMo-2-1124-13B,max,2,17,1.132890625,-26.492446899414062,-53.080413818359375,naive,35,2.6666666666666665,,2.0,5.0,1.0,,,,,,2.6666666666666665,,,,"[27, 34]","[2, 11]"
355,355,A short story about a woman rapidly aging through her entire life,allenai/OLMo-2-1124-13B,max,2,17,1.2487109375,-26.23870849609375,-75.203125,clairvoyant,35,2.6666666666666665,,2.0,5.0,1.0,,,,,,2.6666666666666665,,,,"[27, 34]","[2, 11]"
356,356,A short story titled 'The Record',meta-llama/Llama-3.1-8B-Instruct,max,2,17,1.2536328125,-49.85857391357422,-79.5306396484375,naive,35,2.6666666666666665,,2.0,5.0,1.0,,,,,,2.6666666666666665,,,,"[27, 34]","[2, 11]"
357,357,A short story about a woman rapidly aging through her entire life,meta-llama/Llama-3.1-8B-Instruct,max,2,17,1.07765625,-45.6376953125,-95.1474609375,clairvoyant,35,2.6666666666666665,,2.0,5.0,1.0,,,,,,2.6666666666666665,,,,"[27, 34]","[2, 11]"
358,358,A short story titled 'The Record',Qwen/Qwen2.5-7B-Instruct,max,2,17,0.866484375,-66.755615234375,-99.51683807373048,naive,35,2.6666666666666665,,2.0,5.0,1.0,,,,,,2.6666666666666665,,,,"[27, 34]","[2, 11]"
359,359,A short story about a woman rapidly aging through her entire life,Qwen/Qwen2.5-7B-Instruct,max,2,17,1.11037109375,-77.57421875,-105.33349609375,clairvoyant,35,2.6666666666666665,,2.0,5.0,1.0,,,,,,2.6666666666666665,,,,"[27, 34]","[2, 11]"
360,360,A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,max,3,0,-0.0290263249323918,-42.12786102294922,-41.750518798828125,naive,36,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,,,,
361,361,A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,max,3,0,-0.2059244009164663,-21.265625,-30.8828125,clairvoyant,36,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,,,,
362,362,A short story titled 'The Boyfriend',openai-community/gpt2-xl,max,3,0,-0.2387319711538461,-27.12744140625,-38.02734375,naive,36,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,,,,
363,363,A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,max,3,0,-0.3492619441105769,-27.124755859375,-48.3603515625,clairvoyant,36,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,,,,
364,364,A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,max,3,0,0.0816251314603365,-54.20542335510254,-67.78877449035645,naive,36,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,,,,
365,365,A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,max,3,0,-0.1313100961538461,-27.521034240722656,-48.20878601074219,clairvoyant,36,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,,,,
366,366,A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,max,3,0,-0.2033714881310096,-34.22265625,-50.33984375,naive,36,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,,,,
367,367,A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,max,3,0,-0.1740159254807692,-21.119140625,-37.8525390625,clairvoyant,36,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,,,,
368,368,A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,0,0.0413243220402644,-19.07763671875,-37.52099609375,naive,36,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,,,,
369,369,A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,0,0.1284437913161057,-81.37109375,-86.24609375,clairvoyant,36,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,,,,
370,370,A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,max,3,1,1.2021484375,-89.9599609375,-106.07421875,naive,37,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,[39],[2],,
371,371,A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,max,3,1,1.51318359375,-54.294921875,-68.35546875,clairvoyant,37,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,[39],[2],,
372,372,A short story titled 'The Boyfriend',openai-community/gpt2-xl,max,3,1,1.3994140625,-34.628173828125,-54.50537109375,naive,37,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,[39],[2],,
373,373,A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,max,3,1,1.8310546875,-29.58251953125,-46.5546875,clairvoyant,37,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,[39],[2],,
374,374,A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,max,3,1,1.51220703125,-39.8995361328125,-65.00201416015625,naive,37,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,[39],[2],,
375,375,A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,max,3,1,1.4921875,-34.0498046875,-57.4365234375,clairvoyant,37,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,[39],[2],,
376,376,A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,max,3,1,1.1630859375,-41.74609375,-61.578125,naive,37,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,[39],[2],,
377,377,A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,max,3,1,1.524658203125,-46.1376953125,-79.0390625,clairvoyant,37,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,[39],[2],,
378,378,A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,1,0.788818359375,-46.99714660644531,-44.32012939453125,naive,37,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,[39],[2],,
379,379,A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,1,1.3623046875,-20.44921875,-32.5546875,clairvoyant,37,5.75,6.75,7.0,8.0,5.0,3.0,8.0,8.0,7.0,4.0,5.75,6.75,[39],[2],,
380,380,A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,max,3,2,0.9909002130681818,-29.21435546875,-37.6171875,naive,38,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,,,,
381,381,A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,max,3,2,0.7638938210227273,-28.147705078125,-50.43359375,clairvoyant,38,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,,,,
382,382,A short story titled 'The Boyfriend',openai-community/gpt2-xl,max,3,2,1.0108309659090908,-56.05523681640625,-68.68696594238281,naive,38,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,,,,
383,383,A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,max,3,2,1.0197975852272727,-27.279857635498047,-47.884368896484375,clairvoyant,38,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,,,,
384,384,A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,max,3,2,0.8520951704545454,-34.939453125,-52.29296875,naive,38,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,,,,
385,385,A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,max,3,2,0.6444868607954546,-20.59716796875,-37.47265625,clairvoyant,38,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,,,,
386,386,A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,max,3,2,1.1640181107954546,-17.7451171875,-42.37255859375,naive,38,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,,,,
387,387,A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,max,3,2,1.5272105823863635,-74.6552734375,-78.451171875,clairvoyant,38,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,,,,
388,388,A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,2,1.3320534446022727,-86.07421875,-93.3134765625,naive,38,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,,,,
389,389,A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,2,1.5146262428977273,-52.86962890625,-52.9970703125,clairvoyant,38,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,,,,
390,390,A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,max,3,3,1.6335073617788465,-35.80615234375,-46.10693359375,naive,39,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,[42],[2],[37],[2]
391,391,A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,max,3,3,1.7142991286057692,-29.99267578125,-38.765625,clairvoyant,39,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,[42],[2],[37],[2]
392,392,A short story titled 'The Boyfriend',openai-community/gpt2-xl,max,3,3,1.650390625,-39.52667236328125,-58.10968017578125,naive,39,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,[42],[2],[37],[2]
393,393,A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,max,3,3,1.7928936298076923,-33.29296875,-50.9775390625,clairvoyant,39,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,[42],[2],[37],[2]
394,394,A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,max,3,3,1.6044170673076923,-42.11328125,-48.8359375,naive,39,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,[42],[2],[37],[2]
395,395,A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,max,3,3,1.4704777644230769,-46.8798828125,-69.578125,clairvoyant,39,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,[42],[2],[37],[2]
396,396,A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,max,3,3,1.41748046875,-44.5748291015625,-41.4713134765625,naive,39,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,[42],[2],[37],[2]
397,397,A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,max,3,3,1.4645432692307692,-21.2578125,-32.453125,clairvoyant,39,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,[42],[2],[37],[2]
398,398,A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,3,1.5123197115384617,-29.849609375,-40.96875,naive,39,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,[42],[2],[37],[2]
399,399,A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,3,1.4827223557692308,-29.736328125,-51.19140625,clairvoyant,39,3.75,6.0,5.0,2.0,5.0,3.0,8.0,7.0,7.0,2.0,3.75,6.0,[42],[2],[37],[2]
400,400,A short story titled 'The Boyfriend',SakanaAI/TinySwallow-1.5B-Instruct,max,3,4,0.7149132176449424,-52.21053159236908,-69.03250885009766,naive,40,5.5,8.25,4.0,4.0,7.0,7.0,10.0,9.0,9.0,5.0,5.5,8.25,[42],[1],,
401,401,A short story about a robot woman replacing her robot boyfriend,SakanaAI/TinySwallow-1.5B-Instruct,max,3,4,0.6648278487356085,-29.6829833984375,-48.462890625,clairvoyant,40,5.5,8.25,4.0,4.0,7.0,7.0,10.0,9.0,9.0,5.0,5.5,8.25,[42],[1],,
402,402,A short story titled 'The Boyfriend',openai-community/gpt2-xl,max,3,4,0.8410988628864289,-27.767578125,-45.408203125,naive,40,5.5,8.25,4.0,4.0,7.0,7.0,10.0,9.0,9.0,5.0,5.5,8.25,[42],[1],,
403,403,A short story about a robot woman replacing her robot boyfriend,openai-community/gpt2-xl,max,3,4,0.6783610045909881,-22.423828125,-38.8515625,clairvoyant,40,5.5,8.25,4.0,4.0,7.0,7.0,10.0,9.0,9.0,5.0,5.5,8.25,[42],[1],,
404,404,A short story titled 'The Boyfriend',allenai/OLMo-2-1124-13B,max,3,4,0.5675010681152344,-20.619384765625,-39.630859375,naive,40,5.5,8.25,4.0,4.0,7.0,7.0,10.0,9.0,9.0,5.0,5.5,8.25,[42],[1],,
405,405,A short story about a robot woman replacing her robot boyfriend,allenai/OLMo-2-1124-13B,max,3,4,0.4585284182899876,-82.1494140625,-79.40234375,clairvoyant,40,5.5,8.25,4.0,4.0,7.0,7.0,10.0,9.0,9.0,5.0,5.5,8.25,[42],[1],,
406,406,A short story titled 'The Boyfriend',meta-llama/Llama-3.1-8B-Instruct,max,3,4,0.3917645906147204,-88.818359375,-113.546875,naive,40,5.5,8.25,4.0,4.0,7.0,7.0,10.0,9.0,9.0,5.0,5.5,8.25,[42],[1],,
407,407,A short story about a robot woman replacing her robot boyfriend,meta-llama/Llama-3.1-8B-Instruct,max,3,4,0.5053775185032895,-48.84619140625,-69.556640625,clairvoyant,40,5.5,8.25,4.0,4.0,7.0,7.0,10.0,9.0,9.0,5.0,5.5,8.25,[42],[1],,
408,408,A short story titled 'The Boyfriend',Qwen/Qwen2.5-7B-Instruct,max,3,4,0.4571486523276881,-38.705078125,-54.11279296875,naive,40,5.5,8.25,4.0,4.0,7.0,7.0,10.0,9.0,9.0,5.0,5.5,8.25,[42],[1],,
409,409,A short story about a robot woman replacing her robot boyfriend,Qwen/Qwen2.5-7B-Instruct,max,3,4,0.673257407389189,-33.828125,-47.8046875,clairvoyant,40,5.5,8.25,4.0,4.0,7.0,7.0,10.0,9.0,9.0,5.0,5.5,8.25,[42],[1],,
