story_id,language,text
3,english,"Sara and her family went on a big aeroplane to visit her grandma. Sara was very excited to see the clouds and the sky from the window. She had a small bag with her toys and books. She wanted to play with them on the aeroplane.
But when the aeroplane took off, Sara felt sick. Her tummy hurt and she felt like throwing up. She told her mom, ""Mom, I don't feel good. I want to go home.""
Her mom gave her a hug and said, ""Don't worry, Sara. It's normal to feel sick on the aeroplane. It will go away soon. Here, have some water and a cracker. They will make you feel better.""
Sara drank some water and ate a cracker. She felt a little better, but she was still bored. She asked her mom, ""Can I unpack my bag and play with my toys?""
Her mom said, ""Yes, you can, but be careful not to make a mess. We have to share the space with other people on the aeroplane.""
Sara unpacked her bag and took out her toys and books. She started to play with her doll and her car. She made them talk to each other and pretended they were going on an adventure. She was having fun.
But then, she dropped her car on the floor. It rolled under the seat in front of her. She tried to reach for it, but she couldn't. She asked her mom, ""Mom, can you help me get my car? It's under the seat.""
Her mom said, ""Sure, I'll try."" She bent down and looked under the seat. She saw the car, but she also saw something else. It was a pair of dirty socks. Someone had left them there. They smelled bad.
Her mom said, ""Ew, gross! Who left these socks here? They stink!"" She grabbed the car and the socks and threw them in the trash. She said, ""Sorry, Sara. I don't think you want to play with your car anymore. It's dirty and smelly. Here, have another toy.""
Sara felt embarrassed. She didn't want to touch the socks or the car. She wondered who left them there and why. She said, ""Thank you, mom. I'm sorry I made a mess. I'll play with something else.""
She packed her bag again and took out a book. She decided to read it quietly until they arrived at grandma's house. She hoped grandma would have some clean and nice toys for her to play with. She also hoped she wouldn't feel sick on the way back."
4,english,"One day, a little boy named Tim went to the park with his mom. Tim had a big metal toy car that he loved to play with. He was very impatient to play with his car in the park.
At the park, Tim saw a small hole in the ground. He thought, ""Will my car fit in the hole?"" He asked his mom, ""Can I try to put my car in the hole?"" His mom said, ""Yes, but be careful.""
Tim tried to put his car in the hole, but it was too big. He felt sad. Then, something unexpected happened. A big dog came and put its nose in the hole. The dog found a ball and gave it to Tim. Tim was so happy! He played with the ball and his car, and had a great day at the park."
5,english,"Once upon a time, there was a dependable dog named Max. Max had a task to bring his owner's hat every day. Max liked his task because it made his owner happy.
One day, Max forgot his task. He did not bring the hat to his owner. His owner asked, ""Max, where is my hat?"" Max felt sad because he forgot his task.
Max ran to find the hat. He found it and brought it back to his owner. His owner said, ""Thank you, Max! You are a dependable dog."" Max was happy because he did his task and his owner was happy too."
6,english,"Once upon a time, there was a dog called Spot. Spot liked to roll around in the grass in the backyard. One day, he saw something special. It was a big tube made of wood, which was like a shelter. Spot liked this shelter because it was regular, which means the same each day.
Spot wanted to use his shelter, so he started to roll up the hill to get to it. He was feeling so excited! He was going so fast, it was like he was flying.
When Spot arrived, he saw that the shelter was even better than he thought. It was the perfect place to rest and stay safe. Spot rolled himself up inside, and lay there for hours, until it was time for dinner.
Spot enjoyed his regular trips to the shelter. Every day, he would roll up the hill and find his special spot, relax, and enjoy some peace and quiet. Spot loved his shelter!"
7,english,"Once upon a time, there was a little boy named Tim. Tim had a toy box with an open top. He loved to play with his toys every day. One day, he found a big toy with a handle. He didn't know what it was, but he liked it a lot.
Tim wanted to play with the big toy outside. But his mom said, ""No, Tim. You must prevent the toy from getting dirty."" Tim was sad, but he listened to his mom. He played with the big toy inside, near the open door. He was very careful not to let it get dirty.
Then, something unexpected happened. Tim's little sister, Sue, came running in from outside. She tripped and fell right into the toy box! The big toy with the handle stopped her from getting hurt. Tim was happy that he listened to his mom. The moral of the story is that sometimes, listening to your parents can help prevent bad things from happening."
8,english,"Sam and Mom were walking in the woods. It was a bright, sunny day. The birds were singing and the leaves on the trees were dancing in the breeze. All of a sudden, Mom stopped and pointed out in front of them.
""What is it, Mom?"" Sam asked.
""Look, Sam,"" said Mom. ""A vehicle. It looks very filthy.""
Sam's eyes widened. ""What kind of vehicle is it?""
""It looks like an old truck,"" Mom said. ""It's been here for a while. I think it has been here since last winter.""
They both took a few steps closer and suddenly, they heard a noise coming from the truck. It was a squeak and then a thud. A few moments later, the truck came to life and slowly started moving.
""Where is it going?"" Sam asked.
""I don't know,"" Mom said with a smile. ""Let's follow it and find out!""
They followed the truck for what seemed like forever until finally, it stopped in front of a big, frozen lake. The truck stopped and then, all of a sudden, the windows and doors froze up, as if it had been put under a spell.
""It looks like someone cast a spell on the truck,"" Mom said.
""A spell?"" Sam asked. 
""Yes,"" Mom said. ""But don't"
0,farsi," یک روزی روزگاری، یک گربه بزرگ به اسم تام و یک موش کوچک به اسم جری بودند. آنها در یک خانه زندگی می‌کردند. تام همیشه سعی می‌کرد جری را بگیرد، اما جری خیلی سریع بود.

یک روز، تام به جری گفت: ""بیا نوبتی کنیم. من دیگه سعی نمی‌کنم تو رو بگیرم، و تو هم پنیر به من می‌دی."" جری کمی فکر کرد و گفت: ""باشه، می‌تونیم نوبتی کنیم."" پس تام ساکت ماند و دیگر جری را تعقیب نکرد.  

از آن روز به بعد، همیشه پنیر در خانه موجود بود. تام و جری دوستان خوبی شدند. آنها با هم بازی می‌کردند و پنیر را به اشتراک می‌گذاشتند. و آنها تا ابد خوشبخت زندگی کردند."
1,farsi," یک روز پسری به نام تیم به پارک رفت. او دوستش سو را دید که با توپ بازی می‌کرد. تیم هم می‌خواست بازی کند. پس، به سمت سو رفت و گفت: ""می‌تونم باهات بازی کنم؟""
سو مهربان نبود. او بی‌ادب بود. او گفت: ""نه، نمی‌تونی با من بازی کنی!"" تیم ناراحت شد، اما ناامید نشد. او دید که روی کیف سو زیپی هست. او ایده‌ای به ذهنش رسید.  
تیم به سمت کیفش رفت و اسباب‌بازی‌ای را برداشت. بعد به طرف سو برگشت و اسباب‌بازی را به او نشان داد. ""می‌خوای با اسباب‌بازی من بازی کنی؟"" پرسید.
سو به اسباب‌بازی نگاه کرد و لبخند زد. ""بله، می‌خوام با اسباب‌بازی تو بازی کنم!"" گفت. پس تیم و سو با هم بازی کردند و خیلی هم خوش گذراندند. آنها یاد گرفتند که به اشتراک گذاشتن و مهربان بودن بهتر از بی‌ادبی است."
2,farsi," یک روزی روزگاری دو دوست بودند. آن‌ها یک قورباغه و یک ماهی بودند که در یک حوضچه با هم زندگی می‌کردند.  یک روز، قورباغه به ماهی گفت: ""بیا کار خوش‌ی دربیاریم!"" ماهی موافقت کرد و قورباغه ایده‌ای به ذهنش رسید. او یک میله بزرگ و بلند داشت و گفت: ""می‌خوام اینو به حوضچه معرفی کنم!""  
ماهی با دقت قورباغه را دنبال کرد در حالی که او میله را داخل حوضچه گذاشت. سپس آن‌ها تماشا کردند که میله در حوضچه تکان می‌خورد. ماهی هیجان‌زده شد و پرسید: ""داره چیکار می‌کنه؟"" قورباغه خندید و گفت: ""داریم ماهی‌گیری می‌کنیم!""  
چند دقیقه بعد، قورباغه میله را بیرون کشید و یک ماهی بزرگ و خوشمزه روی آن بود!  قورباغه خیلی خوشحال شد و ماهی حتی بیشتر هیجان زده شده بود. بعد از اینکه ماهی خوشمزه را خوردند، قورباغه و ماهی شروع به احساس خستگی کردند. 
پس در آفتاب گرم ظهر خوابیدند تا استراحت کنند. دوستان یکدیگر را بغل کردند و خداحافظی کردند، قبل از اینکه قورباغه راه خود را پیش بگیرد. آن دو خوشحال بودند و هرگز آن روزی را که با هم با میله ماهی‌گیری کرده بودند، فراموش نمی‌کردند."
3,farsi," یک روز یک موتور بزرگی بود.او در یک مکان دور زندگی می‌کرد.آن موتور دوست داشت گام بردارد و سریع حرکت کند.یک روز، آن موتور تپه بزرگی دید.او می‌خواست از بالای تپه بالا برود. 
وقتی که موتور شروع به بالا رفتن از تپه کرد، یک گربه کوچک دید. آن گربه کوچک غمگین بود. موتور متوقف شد و پرسید:""چرا غمگین هستی، گربه کوچولو؟"" گربه کوچک گفت:""اسباب‌بازیم را گم کردم. می‌توانی به من کمک کنی تا پیدایش کنم؟""
موتور موافقت کرد تا به گربه کوچک کمک کند. آنها با هم قدم زدند و دنبال اسباب‌بازی گشتند. آنها نزدیک و دور را جستجو کردند. بعد، آنها درخت بزرگی دیدند. اسباب‌بازی در بالای درخت بود! موتور ایده‌ای داشت. او عقب رفت و سریع حرکت کرد. او دود را به بالای درخت فوت کرد.  
آن دود اسباب‌بازی را پایین انداخت! آن گربه کوچک خیلی خوشحال شد. موتور و گربه کوچک بهترین دوستان شدند. آنها هر روز با هم قدم می‌زدند و بازی می‌کردند. و آن موتور بزرگ یاد گرفت که کمک کردن به دیگران از بالا رفتن سریع از تپه خیلی بیشتر سرگرم‌کننده است."
4,farsi," یک روز یک پسر بزرگ به نام تام وجود داشت. او عضلات زیادی داشت و دوست داشت نمایششون بده. یک روز با دختر کوچکی به نام سو ملاقات کرد. او خیلی نگران بود چون اسباب بازیش رو گم کرده بود. 

تام گفت: می‌تونم کمکت کنم پیداش کنیم. من قویم! سو خوشحال شد و گفت: ممنون تام!
آنها دنبال اسباب بازی گشتند. بعد تام یه جعبه بزرگ دید. او با قدرت و عضلاتش جعبه رو جابجا کرد تا اسباب بازی رو پیدا کنه.

اما وقتی به اسباب بازی نگاه کردند، متوجه شدند یک اسباب بازی کوچک نیست. بلکه یک اسباب بازی بزرگ بود، حتی بزرگتر از خود تام! تام و سو خیلی تعجب کرده بودند. آنها با هم با اون اسباب بازی بزرگ بازی کردند و خیلی هم خوش گذروندند. و دوستان خوبی برای هم شدند."
5,farsi," با ترجمه متن به فارسی به صورت زیر:

یک روزی روزگاری، یک خرگوش کوچولوی خجالتی به نام تیم زندگی می‌کرد. تیم دوست داشت در علفزار بازی کند. او تمام روز می‌پرید و می‌جهید. اما تیم خیلی خجالتی بود که با حیوانات دیگر دوست شود.  
یک روز آفتابی، تیم یک توپ بزرگ و گرد را در علف‌ها دید. او با تعجب به آن خیره شد و تعجب کرد این چیست. این توپ قرمز و براق بود. تیم می‌خواست با آن بازی کند، اما نمی‌دانست چطور.
ناگهان یک پرنده مهربان از کنارش پرواز کرد و دید تیم به توپ خیره شده است. پرنده به تیم نشان داد که چطور می‌تواند با بینی‌اش توپ را هل دهد. آن‌ها با هم بازی کردند و خیلی خوش گذراندند. تیم خوشحال بود که یک دوست پیدا کرد و دیگر خجالتی نبود."
6,farsi," یک روزی، پسر کوچکی به نام تیم بود. تیم با مامان و بابا و سگش، اسپات، در یک خانه کوچک زندگی می‌کرد. هوا خیلی سرد بود. تیم دوست داشت با اسپات توی برف بازی کند، ولی گاهی اوقات خیلی سرد بود. پس توی خانه می‌ماندند و تلویزیون تماشا می‌کردند.  
یک روز، مادر تیم گفت که نامه‌ای برای سانتا می‌فرستد. تیم خیلی ذوق‌زده شد! از سانتا یک اسباب‌بازی جدید خواست. تیم و اسپات منتظر پاسخ سانتا ماندند. برای گذراندن وقت، با هم تلویزیون تماشا می‌کردند.  
سرانجام، روزی یک جعبه بزرگ به خانه‌شان رسید. تیم و اسپات خیلی خوشحال شدند! جعبه را باز کردند و یک اسباب‌بازی جدید در آن پیدا کردند. تیم می‌دانست که سانتا آن را فقط برای او فرستاده بود. حالا تیم و اسپات اسباب‌بازی جدیدی برای بازی کردن در حین تماشای تلویزیون در روزهای یخ‌زده زمستانی داشتند. و همه آن‌ها تا ابد خوشبخت بودند."
7,farsi," لیلا و بن در باغ وحش با مامان و بابا هستند. آنها حیوانات بسیاری مانند شیرها، میمون‌ها و پرندگان می‌بینند. اما حیوان مورد علاقه‌شان فیل است. فیل بزرگ و خاکستری است و خرطوم بلندی به نام تیغ دارد.  

لیلا می گوید: ""مامان، نگاه کن، فیل برای ما دست تکان می‌دهد!"" و به خرطوم اشاره می‌کند. 

مامان با لبخند می گوید: ""آره، راست می‌گویی، لیلا. او خیلی دوستانه است.""

بن می‌پرسد: ""مامان، می‌توانیم برای فیل دست تکان دهیم و جوابش را بدهیم؟""

مامان می‌گوید: ""حتما، بن جان. بیایید برای فیل دست تکان بدهیم و بهش سلام کنیم.""

لیلا و بن دست‌هایشان را تکان می‌دهند و با صدای بلند می‌گویند: ""سلام، فیل!""

فیل دوباره خرطومش را تکان می‌دهد و صدای بلندی درمی‌آورد. لیلا و بن می‌خندند.  

بن می‌گوید: ""شاید او هم دارد سلام می‌کند.""

مامان می‌گوید: ""شاید، بن جان. یا شاید گرسنه است.""

لیلا می‌پرسد: ""مامان، می‌توانیم بهش غذا بدهیم؟""  

مامان می‌گوید: ""خب، اول باید از نگهبان باغ وحش بپرسیم. او می‌داند فیل چه چیزهایی دوست دارد بخورد.""

آنها اطراف را نگاه می‌کنند و مردی را می‌بینند که کلاه زیبایی به سر دارد و پیراهنی با لوگوی باغ وحش پوشیده است. او سبد بزرگی از میوه‌ها و سبزیجات را در دست گرفته است.  

مامان از او می‌پرسد: ""ببخشید آقا، می‌توانیم به فیل غذا بدهیم؟""

نگهبان می‌گوید: ""حتما، می‌توانید. او سیب و هویج دوست دارد. بیایید از سبد من چندتا بردارید و برایش نگه دارید. او با خرطومش آنها را می‌گیرد.""

او به لیلا و بن چند سیب و هویج می‌دهد و نشانشان می‌دهد چطور به فیل غذا بدهند.  

لیلا و بن خیلی خوشحال هستند. آنها به فیل غذا می‌دهند و نگاهش می‌کنند که می‌خورد. فیل هم خوشحال است. او دوباره خرطومش را تکان می‌دهد و صدای بلند دیگری درمی‌آورد.

لیلا و بن می‌گویند: ""ممنون، فیل عزیز. تو خیلی مهربان هستی.""

نگهبان می‌گوید: ""ممنون بچه‌ها، شما خیلی مهربان هستید.""

لیلا و بن مامان و بابا را بغل می‌کنند و از فیل خداحافظی می‌کنند. آنها یک بار دیگر دست تکان می‌دهند و به سمت حیوان بعدی می‌روند."
8,farsi," 

روزی، یک آمبولانس بزرگ قرمزی بود. این آمبولانس می‌خواست به مردم مجروح کمک کند. اما انجام این کار برایش به تنهایی خیلی سخت بود. او به کمک نیاز داشت تا در پشتیبانی از مردم مجروح موفق شود.

یک روز، آمبولانس دید یک ماشین آبی کوچک وجود دارد. ماشین آبی هم می‌خواست کمک کند. بنابراین به دوست هم تبدیل شدند. آنها می‌دانستند که با هم، می‌توانند کار سخت کمک به مردم مجروح را انجام دهند. 

ماشین آبی و آمبولانس برای کمک به یک پسر مجروح بیرون رفتند. خیلی سریع به محل رسیدند. اما وقتی به آنجا رسیدند، دیدند که پسری نیست! یک درخت بزرگ سبز بود که بر زمین افتاده بود! درخت غمگین بود که نمی‌تواند بایستد. ماشین آبی و آمبولانس با هم کار کردند و به درخت کمک کردند تا دوباره بایستد. آنها در انجام این کار سخت موفق شدند و یک دوست جدید، درخت سبز پیدا کردند."
0,german,"Es war einmal ein kleines Mädchen namens Mia, das mit ihrer Mutter und ihrem Vater in einem schönen Haus am Waldrand lebte. Mia liebte es, im Wald zu spielen und die Natur zu entdecken. Eines Tages, als sie im Wald spielte, entdeckte sie einen großen, grünen Baum mit vielen bunten Blättern. Sie war fasziniert von den Blättern und beschloss, einige von ihnen zu pflücken. Mia pflückte ein paar Blätter und begann, sie in ihrer Hand zu tasten. Sie fühlte die glatte und weiche Oberfläche der Blätter und spürte, wie sie sich in ihrer Hand warm anfühlten. Sie hielt die Blätter hoch und betrachtete sie genau. Sie waren wunderschön und sahen aus wie kleine Gemälde der Natur. Plötzlich hörte Mia ein Geräusch hinter sich. Sie drehte sich um und sah einen großen, freundlichen Bären, der sie ansah. Mia erschrak zunächst, aber sie beruhigte sich schnell, als sie sah, wie freundlich der Bär aussah. Der Bär kam näher und Mia streckte ihre Hand mit den Blättern aus. Der Bär nahm die Blätter vorsichtig in seine Pfoten und betrachtete sie. Er schien von den Blättern genauso fasziniert zu sein wie Mia. Er hielt sie eine Weile in seinen Pfoten und dann gab er sie Mia zurück. Mia lächelte und bedankte sich bei dem Bären. Der Bär drehte sich um und ging langsam davon. Mia sah ihm nach und als er an einem Baum vorbeiging, pflückte er ein paar Blätter. Er hielt sie in seinen Pfoten und sah Mia an. Mia lächelte und der Bär lächelte zurück. Dann drehte er sich um und verschwand im Wald. Mia war überrascht und glücklich. Sie hatte gerade einen freundlichen Bären kennengelernt und sie hatte etwas über die Natur gelernt. Sie wusste, dass sie niemals diesen Tag vergessen würde."
1,german,"Es war einmal ein kleiner schlechter Bär namens Bruno. Bruno lebte mit seiner Familie tief im Wald, wo es viele Bäume und Honig gab. Eines Tages ging Bruno auf einen Spaziergang, als er einen summenden Gelbstirntuch entdeckte. Die Biene summte vor Freude, weil sie gerade den schönsten Honig produziert hatte, den sie je gemacht hat! ""Bitte, Biene"", sagte Bruno, ""gleite zu deinem Bienenstock und bewahre diesen Honig für mich auf."" Die Biene gleitete davon und brachte den Honig zum Bienenstock. Als Bruno seinen Honig aß, fiel ihm auf, dass er etwas Schlechtes gegessen hatte. Aber die Biene war schnell zur Stelle und produzierte mehr Honig, um ihn auszugleichen. Und von diesem Tag an aß Bruno immer brav und wurde ein guter Bär.   "
2,german,"Es war einmal ein kleiner Junge namens Timmy. Eines Tages fühlte sich Timmy nicht gut und so beschloss seine Mama mit ihm zu Hause zu bleiben. Als sie nach dem Haus zurückkehrten sahen sie viele andere Kinder auf einem nahe gelegenen Spielplatz schwimmen. Timmys Bauch knurrte, also fragte er seine Mutter ob sie etwas zu Essen für ihn hätten. Seine Mutter holte einen Snack heraus und während er aß konnte er nicht anders als sich vorzustellen wie es wäre das Wasser um ihn herum zu spüren. Mama sagte ihm dann, dass sie heute Abend eine Geschichte mit der Badewanne zu Hause planen wollten. Timmy war begeistert von dem Vorschlag und er schätzte den Snack in seinem Bauch. mother Mama begann die Geschichte: ""Es war einmal ein kleiner Junge namens Timmy. Eines Tages fühlte sich Timmy nicht gut und so beschloss seine Mutter mit ihm zu Hause zu bleiben."""
3,german,"Es war einmal ein kleines Mädchen namens Alex. Alex liebte es, in dem lebendigen Haus zu spielen, in dem sie mit ihrer Familie lebte. Das Haus hatte viele Zimmer, in denen man spielen, lachen und toben konnte. Eines Tages, als Alex in ihrem Zimmer spielte, sah sie ein Buch auf ihrem Bett liegen. Es war ein Buch über verschiedene Familien und ihre Geschichten. Alex nahm das Buch und setzte sich in einen bequemen Sessel, um darin zu lesen. Sie war sehr interessiert an den verschiedenen Familien und ihren Traditionen. Plötzlich blieb ihr Blick an einer Familie hängen, die anders war als die anderen. Es waren zwei Mütter und ihr Kind. Alex hatte noch nie von so einer Familie gehört. Sie lief zu ihrer Mutter und zeigte ihr das Buch. ""Mama, wer sind diese zwei Frauen und ihr Kind?"", fragte Alex. Ihre Mutter lächelte und sagte: ""Das sind zwei Frauen, die sich lieben und eine Familie gegründet haben. Sie haben ein Kind adoptiert und sind sehr glücklich zusammen."" Alex war sehr überrascht und fragte: ""Aber Mama, können Frauen auch zusammen ein Kind bekommen?"" Ihre Mutter antwortete: ""Manche Frauen können Kinder bekommen, und manche nicht. Manche Frauen entscheiden sich dafür, ein Kind zu adoptieren oder eine Leihmutter zu engagieren. Es gibt viele Möglichkeiten, eine Familie zu gründen."" Alex dachte nach und fragte: ""Aber Mama, was ist, wenn ich ein Junge sein will, obwohl ich ein Mädchen bin?"" Ihre Mutter umarmte sie und sagte: ""Wenn du das fühlst, Alex, dann ist das in Ordnung. Wichtig ist, dass du du selbst bist und glücklich bist. Wenn du das Gefühl hast, dass du ein Junge bist, dann können wir darüber sprechen, wie wir deinen Namen und dein Aussehen ändern können, um dich glücklich zu machen."" Alex fühlte sich erleichtert und glücklich. Sie wusste jetzt, dass es viele Möglichkeiten gibt, eine Familie zu gründen, und dass es in Ordnung ist, man selbst zu sein und glücklich zu sein. Abends, als Alex im Bett lag, dachte sie an die Familie mit den zwei Müttern und ihr Kind. Sie dachte an ihre eigene Familie und wie sehr sie sie liebte. Sie dachte an sich selbst und wie glücklich sie war, sie selbst zu sein. Und mit diesem Gedanken schlief Alex ein, während sie das lebendige Haus noch hörte, in dem sie so glücklich war."
4,german,"Es war einmal ein kleines Kind namens Max, das ein großes Auto hatte. Das Auto war rot und glänzend und Max liebte es, damit zu spielen. Er fuhr mit dem Auto durch das ganze Haus und machte dabei rutschende Geräusche. Max' Eltern fanden es lustig, wie er mit dem Auto spielte, und sie spielten oft mit ihm. Eines Tages ging Max mit seinen Eltern in den Park. Er nahm sein großes Auto mit und fuhr damit im ganzen Park herum. Er rutschte mit dem Auto über die Hügel und fuhr es durch die Bäume. Max hatte viel Spaß, und er lachte und kicherte die ganze Zeit. Nach einer Weile wurde Max müde vom Spielen. Er setzte sich auf eine Bank und spielte mit seinem Auto. Er fuhr es vor und zurück und machte dabei rutschende Geräusche. Max' Eltern saßen neben ihm und schauten ihm zu. Plötzlich rutschte Max' Auto von der Bank und fiel auf den Boden. Max war erschrocken, aber er weinte nicht. Er hob sein Auto auf und begann, wieder damit zu spielen. Max spielte noch eine Weile mit seinem Auto, aber dann wurde es ihm langweilig. Er gab seinen Eltern das Auto und sagte, dass er nach Hause gehen wollte. Max' Eltern waren einverstanden, und sie gingen alle nach Hause. Als sie zu Hause waren, legte sich Max auf das Sofa und schlief ein. Er träumte von seinem großen Auto und davon, wie er damit im Park spielte. Max träumte, dass er mit dem Auto über die Hügel rutschte und durch die Bäume fuhr. Er träumte, dass er viel Spaß hatte und lachte und kicherte. Max träumte noch lange von seinem großen Auto, und als er am nächsten Morgen aufwachte, war er immer noch glücklich. Er stand auf und ging zu seinem Zimmer, um mit seinem Auto zu spielen. Er spielte den ganzen Tag mit seinem Auto und hatte viel Spaß. Er fuhr mit dem Auto durch das ganze Haus und machte dabei rutschende Geräusche. Max' Eltern fanden es lustig, wie er mit dem Auto spielte, und sie spielten oft mit ihm. Und so endete die Geschichte von Max und seinem großen Auto."
5,german,"Es war einmal ein kleines Mädchen namens Emma, das sehr gerne Kuchen backte. Sie liebte es, die Zutaten zusammenzumischen, den Teig in die Backform zu gießen und den Kuchen im Ofen zu beobachten, wie er aufging und goldbraun wurde. Eines Tages backte sie einen Schokoladenkuchen, den sie ihrer Familie und ihren Freunden zum Nachtisch servieren wollte. Sie mischte Mehl, Zucker, Kakao, Eier und Butter zusammen und goss den Teig in eine große Backform. Dann stellte sie den Kuchen in den Ofen und wartete gespannt darauf, bis er fertig war. Als der Kuchen fertig gebacken war, nahm sie ihn aus dem Ofen und ließ ihn abkühlen. Dann dekorierte sie ihn mit Schokoladenstreuseln und bunten Zuckerperlen. Der Kuchen sah so lecker aus, dass Emma ihn am liebsten sofort gegessen hätte. Doch sie wollte noch warten, bis ihre Familie und Freunde da waren, um ihn gemeinsam zu essen. Als alle endlich da waren, servierte Emma den Kuchen. Alle waren begeistert und lobten sie für ihre Backkünste. Emma war so glücklich, dass sie ihre Lieben mit ihrem Kuchen erfreut hatte. Sie lachte und genoss den Moment. Doch plötzlich bemerkte sie, dass der Kuchen einen eigenartigen Geschmack hatte. Er schmeckte irgendwie eklig. Emma spuckte den Kuchen aus und fragte ihre Familie und Freunde, ob sie den Geschmack auch bemerkten. Doch alle schüttelten den Kopf und sagten, dass der Kuchen ihnen sehr gut schmeckte. Emma war verwirrt. Sie wusste nicht, warum der Kuchen für sie so eklig schmeckte, während er für alle anderen so lecker war. Sie beschloss, den Kuchen wegzuwerfen und einen neuen zu backen. Doch auch der zweite Kuchen schmeckte ihr eklig. Emma war verzweifelt. Sie wusste nicht, was los war. Sie ging zum Arzt, doch der konnte auch nichts feststellen. Emma gab schließlich auf und beschloss, nie wieder Kuchen zu backen. Sie hatte Angst, dass er ihr wieder eklig schmecken würde. Doch die Geschichte ist noch nicht zu Ende. Eines Tages, als Emma mit ihrer Familie in einem Restaurant essen war, bestellte sie einen Schokoladenkuchen zum Nachtisch. Sie war sehr nervös, doch als sie den ersten Bissen nahm, war sie überrascht. Der Kuchen schmeckte ihr richtig gut! Sie konnte es kaum glauben. Sie hatte wieder einen Kuchen gefunden, der ihr schmeckte. Emma war so glücklich, dass sie anfangen zu weinen. Sie weinte vor Freude und Erleichterung. Sie hatte endlich wieder einen Kuchen gefunden, der ihr schmeckte. Doch die Geschichte endet zweideutig. Emma wusste nicht, warum ihr der Kuchen vorher eklig geschmeckt hatte und warum er ihr jetzt wieder schmeckte. Sie hatte keine Erklärung dafür. Doch sie war einfach nur froh, dass sie wieder Kuchen essen konnte. Sie genoss jeden Bissen und war dankbar dafür, dass sie diese Erfahrung gemacht hatte."
6,german,"Es war einmal ein kleiner Junge namens Paul, der eine große Leidenschaft für Farben hatte. Er liebte es, alles zu bemalen, was er in die Finger bekam. Die Wände seines Zimmers waren mit bunten Bildern bedeckt, und sogar seine Kleidung war mit Farbtupfern übersät. Eines Tages ging Paul mit seiner Mutter in den Supermarkt. Dort sah er eine große Wurst im Regal liegen. Die Wurst war so nah, dass er sie fast berühren konnte. Paul wurde von einer plötzlichen Idee erfasst. Er wollte die Wurst malen! Er rannte zu seiner Mutter und bat sie um einen Pinsel und Farbe. Seine Mutter war überrascht, aber sie erlaubte ihm, die Wurst zu bemalen. Paul nahm den Pinsel und die Farbe und begann, die Wurst zu bemalen. Er malte rote, grüne, blaue und gelbe Streifen auf die Wurst. Er malte auch ein Gesicht auf die Wurst, mit großen Augen, einer Nase und einem Mund. Als Paul fertig war, war die Wurst ein wahres Kunstwerk. Die Mutter war sehr beeindruckt von Pauls Malerei. Sie sagte: ""Das ist wunderschön, Paul! Du bist ein wahrer Künstler!"" Paul war sehr stolz auf sein Kunstwerk. Er trug die Wurst nach Hause und hängte sie in seinem Zimmer auf. Er zeigte sie allen seinen Freunden, und sie waren alle sehr beeindruckt. Eines Tages kam Pauls Großvater zu Besuch. Er sah die Wurst an der Wand hängen und sagte: ""Was ist das?"" Paul sagte: ""Das ist eine Wurst, Opa. Ich habe sie bemalt."" Der Großvater war sehr überrascht. Er sagte: ""Eine Wurst? Aber warum hast du eine Wurst bemalt?"" Paul sagte: ""Weil ich sie schön finde. Ich mag es, Dinge zu bemalen."" Der Großvater schüttelte den Kopf und sagte: ""Ich verstehe das nicht. Eine Wurst ist kein Kunstwerk. Es ist nur ein Stück Fleisch."" Paul war traurig, als er das hörte. Er wusste nicht, was er sagen sollte. Er hatte sich so sehr über sein Kunstwerk gefreut, aber jetzt sagte sein Großvater, dass es kein Kunstwerk sei. Paul ging in sein Zimmer und setzte sich auf sein Bett. Er dachte über das nach, was sein Großvater gesagt hatte. Er fragte sich, ob sein Großvater Recht hatte. War seine Wurst wirklich kein Kunstwerk? Paul wusste es nicht. Er war verwirrt. So blieb er die ganze Nacht auf seinem Bett sitzen und dachte über diese Frage nach. Die Wurst war sein Lieblingskunstwerk, doch sie war jetzt zweideutig, denn er konnte die Wurst nicht länger mit den gleichen Augen betrachten.."
